	ids	candownload	url_c	url_q	url_n
101	50671570166	1.0	https://live.staticflickr.com/65535/50671570166_adee2895d2_3k.jpg	https://live.staticflickr.com/65535/50671570166_b32759dc3c_q.jpg	https://live.staticflickr.com/65535/50671570166_b32759dc3c_n.jpg
102	50670823428	1.0	https://live.staticflickr.com/65535/50670823428_0c1ee344ba_b.jpg	https://live.staticflickr.com/65535/50670823428_0c1ee344ba_q.jpg	https://live.staticflickr.com/65535/50670823428_0c1ee344ba_n.jpg
103	50671474131	0.0	https://live.staticflickr.com/65535/50671474131_f6bb0bc939_b.jpg	https://live.staticflickr.com/65535/50671474131_f6bb0bc939_q.jpg	https://live.staticflickr.com/65535/50671474131_f6bb0bc939_n.jpg
104	50668862131	0.0	https://live.staticflickr.com/65535/50668862131_f62de1b7f8_c.jpg	https://live.staticflickr.com/65535/50668862131_f62de1b7f8_q.jpg	https://live.staticflickr.com/65535/50668862131_f62de1b7f8_n.jpg
105	50668221761	0.0	https://live.staticflickr.com/65535/50668221761_c1d4c16c19_h.jpg	https://live.staticflickr.com/65535/50668221761_6f70ecff85_q.jpg	https://live.staticflickr.com/65535/50668221761_6f70ecff85_n.jpg
106	50667786137	0.0	https://live.staticflickr.com/65535/50667786137_d408fb4271_3k.jpg	https://live.staticflickr.com/65535/50667786137_d2ba2480ed_q.jpg	https://live.staticflickr.com/65535/50667786137_d2ba2480ed_n.jpg
107	50664937362	0.0	https://live.staticflickr.com/65535/50664937362_18117fd691_5k.jpg	https://live.staticflickr.com/65535/50664937362_f88265a49b_q.jpg	https://live.staticflickr.com/65535/50664937362_f88265a49b_n.jpg
108	50662351141	0.0	https://live.staticflickr.com/65535/50662351141_dce189fcc3_c.jpg	https://live.staticflickr.com/65535/50662351141_dce189fcc3_q.jpg	https://live.staticflickr.com/65535/50662351141_dce189fcc3_n.jpg
109	50659184703	1.0	https://live.staticflickr.com/65535/50659184703_fa81ebc937_k.jpg	https://live.staticflickr.com/65535/50659184703_032628c274_q.jpg	https://live.staticflickr.com/65535/50659184703_032628c274_n.jpg
110	50656312452	0.0	https://live.staticflickr.com/65535/50656312452_93736e7011_5k.jpg	https://live.staticflickr.com/65535/50656312452_5450ce5aff_q.jpg	https://live.staticflickr.com/65535/50656312452_5450ce5aff_n.jpg
111	50655469018	0.0	https://live.staticflickr.com/65535/50655469018_b97a9a43c4_c.jpg	https://live.staticflickr.com/65535/50655469018_b97a9a43c4_q.jpg	https://live.staticflickr.com/65535/50655469018_b97a9a43c4_n.jpg
112	50651762703	0.0	https://live.staticflickr.com/65535/50651762703_73c72d0754_5k.jpg	https://live.staticflickr.com/65535/50651762703_4aff7d5f3b_q.jpg	https://live.staticflickr.com/65535/50651762703_4aff7d5f3b_n.jpg
113	50651414401	1.0	https://live.staticflickr.com/65535/50651414401_ee0ee0859a_6k.jpg	https://live.staticflickr.com/65535/50651414401_087a14d4d6_q.jpg	https://live.staticflickr.com/65535/50651414401_087a14d4d6_n.jpg
114	50647325447	1.0	https://live.staticflickr.com/65535/50647325447_2c9832ba96_6k.jpg	https://live.staticflickr.com/65535/50647325447_dd6f771eec_q.jpg	https://live.staticflickr.com/65535/50647325447_dd6f771eec_n.jpg
115	50644619812	0.0	https://live.staticflickr.com/65535/50644619812_a576b80d3d_5k.jpg	https://live.staticflickr.com/65535/50644619812_77aa12a684_q.jpg	https://live.staticflickr.com/65535/50644619812_77aa12a684_n.jpg
