	0	1	inside
3614	45459399@N08	121219107@N06	False
3615	45459399@N08	59525924@N05	False
3616	45459399@N08	22746035@N04	False
3617	45459399@N08	131195167@N08	False
3618	45459399@N08	194848621@N06	False
3619	45459399@N08	90534814@N05	False
3620	45459399@N08	7548788@N06	False
3621	45459399@N08	28222966@N00	False
3622	45459399@N08	50879678@N03	True
3623	45459399@N08	50357226@N00	False
3624	45459399@N08	53333541@N07	False
3625	45459399@N08	45349942@N07	False
3626	45459399@N08	184898381@N07	False
3627	45459399@N08	7648217@N06	False
3628	45459399@N08	120659528@N03	False
3629	45459399@N08	148466357@N04	False
3630	45459399@N08	25718393@N04	False
3631	45459399@N08	184752208@N07	False
3632	45459399@N08	140907479@N08	False
3633	45459399@N08	27966213@N08	False
3634	45459399@N08	186369161@N07	False
3635	45459399@N08	66125938@N07	False
3636	45459399@N08	34288348@N07	False
3637	45459399@N08	95314425@N07	False
3638	45459399@N08	92874481@N05	False
3639	45459399@N08	57761648@N02	False
3640	45459399@N08	46813624@N05	False
3641	45459399@N08	122274109@N03	False
3642	45459399@N08	46027846@N04	False
3643	45459399@N08	56992619@N07	False
3644	45459399@N08	33255932@N04	False
3645	45459399@N08	31837150@N05	False
3646	45459399@N08	61397695@N05	False
3647	45459399@N08	74237660@N08	False
3648	45459399@N08	120347083@N02	False
3649	45459399@N08	165918175@N05	False
3650	45459399@N08	48518760@N03	False
3651	45459399@N08	49123964@N05	False
3652	45459399@N08	134709102@N06	False
3653	45459399@N08	49503096783@N01	False
3654	45459399@N08	11348451@N03	False
3655	45459399@N08	68854305@N00	False
3656	45459399@N08	7735965@N04	False
3657	45459399@N08	7573205@N06	False
3658	45459399@N08	51839301@N00	False
3659	45459399@N08	108347254@N04	False
3660	45459399@N08	132286359@N08	False
3661	45459399@N08	24240256@N08	False
3662	45459399@N08	129305662@N08	False
3663	45459399@N08	126508109@N02	False
3664	45459399@N08	61318846@N03	False
3665	45459399@N08	99473698@N07	False
3666	45459399@N08	23879219@N07	False
3667	45459399@N08	156040945@N04	False
3668	45459399@N08	186500716@N04	False
3669	45459399@N08	100872466@N04	False
3670	45459399@N08	59238173@N07	False
3671	45459399@N08	123724042@N05	False
3672	45459399@N08	63125351@N07	False
3673	45459399@N08	30223520@N08	False
3674	45459399@N08	70469209@N05	False
3675	45459399@N08	86761249@N00	False
3676	45459399@N08	122362956@N06	False
3677	45459399@N08	28847016@N08	False
3678	45459399@N08	28099933@N03	False
3679	45459399@N08	132949044@N04	False
3680	45459399@N08	68711575@N05	False
3681	45459399@N08	113273578@N03	False
3682	45459399@N08	22760365@N03	False
3683	45459399@N08	55276930@N04	False
3684	45459399@N08	89529223@N04	False
3685	45459399@N08	12549675@N05	False
3686	45459399@N08	41582091@N03	False
3687	45459399@N08	32357038@N08	False
3688	45459399@N08	68018236@N03	False
3689	45459399@N08	20962611@N06	False
3690	45459399@N08	97533786@N02	False
3691	45459399@N08	101664400@N02	False
3692	45459399@N08	99404608@N06	False
3693	45459399@N08	127203056@N05	False
3694	45459399@N08	31721215@N05	False
3695	45459399@N08	132999530@N06	False
3696	45459399@N08	99339071@N07	False
3697	45459399@N08	46066474@N02	False
3698	45459399@N08	46944516@N00	False
3699	45459399@N08	44359915@N00	False
3700	45459399@N08	131748936@N05	False
3701	45459399@N08	100873344@N08	False
3702	45459399@N08	134528972@N08	False
3703	45459399@N08	142563923@N04	False
3704	45459399@N08	35166116@N05	False
3705	45459399@N08	158174070@N02	False
3706	45459399@N08	115394089@N08	False
3707	45459399@N08	184307436@N07	False
3708	45459399@N08	82006671@N04	False
3709	45459399@N08	46871751@N08	False
3710	45459399@N08	47137907@N06	False
3711	45459399@N08	36610207@N08	False
3712	45459399@N08	28808780@N06	False
3713	45459399@N08	63653473@N07	False
3714	45459399@N08	30764280@N08	False
3715	45459399@N08	110154649@N03	False
3716	45459399@N08	36605754@N08	False
3717	45459399@N08	19054262@N00	False
3718	45459399@N08	41344138@N04	False
3719	45459399@N08	33785645@N00	False
3720	45459399@N08	124960926@N03	False
3721	45459399@N08	151480533@N07	False
3722	45459399@N08	30717887@N05	False
3723	45459399@N08	19893353@N00	False
3724	45459399@N08	7593077@N03	False
3725	45459399@N08	24023197@N05	False
3726	45459399@N08	75750913@N07	False
3727	45459399@N08	25831000@N08	False
3728	45459399@N08	87227168@N07	False
3729	45459399@N08	24393926@N03	False
3730	45459399@N08	46066370@N04	False
3731	45459399@N08	39468806@N05	False
3732	45459399@N08	56936646@N07	False
3733	45459399@N08	95282411@N00	False
3734	45459399@N08	129635229@N02	False
3735	110066272@N04	17039455@N00	False
3736	110066272@N04	62797869@N08	False
3737	110066272@N04	77363333@N08	False
3738	110066272@N04	130517319@N03	False
3739	110066272@N04	82608031@N00	False
3740	110066272@N04	16117478@N07	False
3741	110066272@N04	101683143@N08	False
3742	110066272@N04	113213302@N04	False
3743	110066272@N04	129288724@N06	False
3744	110066272@N04	21722527@N02	False
3745	110066272@N04	127201607@N04	False
3746	110066272@N04	131714359@N04	False
3747	110066272@N04	124130353@N08	False
3748	110066272@N04	100063725@N06	False
3749	110066272@N04	58096688@N04	False
3750	110066272@N04	108528696@N08	False
3751	110066272@N04	22291641@N04	False
3752	110066272@N04	103195647@N08	False
3753	110066272@N04	110262051@N02	False
3754	110066272@N04	22808796@N00	False
3755	110066272@N04	143224623@N02	False
3756	110066272@N04	90534814@N05	False
3757	110066272@N04	134574064@N07	False
3758	110066272@N04	53529141@N06	False
3759	110066272@N04	124920724@N05	False
3760	110066272@N04	130461941@N05	False
3761	110066272@N04	58878812@N08	False
3762	110066272@N04	56765998@N02	False
3763	110066272@N04	69129761@N06	False
3764	110066272@N04	16146765@N08	False
3765	110066272@N04	96517234@N05	False
3766	110066272@N04	127858821@N08	False
3767	110066272@N04	86120768@N06	False
3768	110066272@N04	72098626@N00	False
3769	110066272@N04	66649794@N08	False
3770	110066272@N04	41196979@N07	False
3771	110066272@N04	69019349@N00	False
3772	110066272@N04	130098747@N02	False
3773	110066272@N04	21398634@N08	False
3774	110066272@N04	131240648@N03	False
3775	110066272@N04	129153735@N02	False
3776	110066272@N04	110898803@N07	False
3777	110066272@N04	119735053@N04	False
3778	110066272@N04	94075184@N00	False
3779	110066272@N04	137809479@N07	False
3780	110066272@N04	138769897@N02	False
3781	110066272@N04	9836148@N03	False
3782	110066272@N04	100839132@N02	False
3783	110066272@N04	66745059@N07	False
3784	110066272@N04	55904920@N00	False
3785	110066272@N04	124730410@N08	False
3786	110066272@N04	141073511@N05	False
3787	110066272@N04	127413427@N03	False
3788	110066272@N04	110794186@N07	False
3789	110066272@N04	34289679@N04	False
3790	110066272@N04	134614603@N03	False
3791	110066272@N04	100872466@N04	False
3792	110066272@N04	88311218@N03	False
3793	110066272@N04	129437982@N08	False
3794	110066272@N04	136689592@N02	False
3795	110066272@N04	67087010@N04	False
3796	110066272@N04	14693422@N05	False
3797	110066272@N04	142474085@N03	False
3798	110066272@N04	49610325@N04	False
3799	110066272@N04	160609082@N05	False
3800	110066272@N04	100984140@N04	False
3801	110066272@N04	47915712@N05	False
3802	110066272@N04	87446645@N00	False
3803	110066272@N04	128259868@N08	False
3804	110066272@N04	134367143@N02	False
3805	110066272@N04	33234157@N02	False
3806	110066272@N04	91140701@N03	False
3807	110066272@N04	83283778@N06	False
3808	110066272@N04	116479554@N04	False
3809	110066272@N04	25528778@N05	False
3810	110066272@N04	81475249@N08	False
3811	110066272@N04	110912215@N07	False
3812	110066272@N04	129754372@N07	False
3813	110066272@N04	55993004@N04	False
3814	110066272@N04	126087808@N04	False
3815	110066272@N04	97254724@N06	False
3816	110066272@N04	66527298@N04	False
3817	110066272@N04	137925882@N07	False
3818	110066272@N04	61665098@N08	False
3819	110066272@N04	138089874@N05	False
3820	110066272@N04	138016986@N06	False
3821	110066272@N04	91504663@N06	False
3822	110066272@N04	135116282@N06	False
3823	110066272@N04	116359719@N03	False
3824	110066272@N04	104317471@N02	False
3825	110066272@N04	123868529@N03	False
3826	110066272@N04	130193199@N02	False
3827	110066272@N04	132068256@N04	False
3828	110066272@N04	129478330@N03	False
3829	110066272@N04	80687552@N03	False
3830	110066272@N04	152477893@N02	False
3831	110066272@N04	94583205@N07	False
3832	110066272@N04	123941125@N03	False
3833	110066272@N04	74571557@N07	False
3834	110066272@N04	134214023@N08	False
3835	110066272@N04	147787277@N06	False
3836	110066272@N04	126930169@N04	False
3837	110066272@N04	131336547@N07	False
3838	110066272@N04	133497319@N05	False
3839	110066272@N04	101711255@N02	False
3840	110066272@N04	112910738@N06	False
3841	110066272@N04	73360930@N08	False
3842	110066272@N04	7518165@N02	False
3843	110066272@N04	14429215@N08	False
3844	110066272@N04	19433794@N00	False
3845	110066272@N04	124133191@N06	False
3846	110066272@N04	26632545@N08	False
3847	110066272@N04	46495946@N05	False
3848	110066272@N04	71179354@N00	False
3849	110066272@N04	138486769@N02	True
3850	110066272@N04	132659842@N02	False
3851	110066272@N04	91619724@N04	False
3852	110066272@N04	54488140@N02	False
3853	110066272@N04	57078694@N04	False
3854	40575230@N05	22688015@N04	False
3855	40575230@N05	14867000@N00	False
3856	40575230@N05	75681729@N04	False
3857	40575230@N05	124034449@N02	False
3858	40575230@N05	141215183@N08	False
3859	40575230@N05	134360779@N04	False
3860	40575230@N05	79475348@N03	False
3861	40575230@N05	70994841@N07	False
3862	40575230@N05	34444504@N07	False
3863	40575230@N05	21331264@N04	False
3864	40575230@N05	123495891@N02	False
3865	40575230@N05	23966421@N06	False
3866	40575230@N05	50364443@N00	False
3867	40575230@N05	35019912@N08	False
3868	40575230@N05	97974874@N00	False
3869	40575230@N05	135182740@N02	False
3870	40575230@N05	135027495@N03	False
3871	40575230@N05	52088603@N05	False
3872	40575230@N05	64073077@N06	False
3873	40575230@N05	42139545@N07	False
3874	40575230@N05	56133443@N00	False
3875	40575230@N05	57069691@N00	False
3876	40575230@N05	21466501@N03	False
3877	40575230@N05	122274109@N03	False
3878	40575230@N05	90765715@N02	False
3879	40575230@N05	77517266@N08	False
3880	40575230@N05	25747229@N00	False
3881	40575230@N05	51581324@N04	False
3882	40575230@N05	94075184@N00	False
3883	40575230@N05	8886780@N04	False
3884	40575230@N05	143725955@N05	False
3885	40575230@N05	24941368@N00	False
3886	40575230@N05	67908321@N02	False
3887	40575230@N05	90189924@N08	False
3888	40575230@N05	122386176@N08	False
3889	40575230@N05	23766603@N07	False
3890	40575230@N05	53720700@N04	False
3891	40575230@N05	56581352@N08	False
3892	40575230@N05	79094578@N07	False
3893	40575230@N05	74974888@N04	False
3894	40575230@N05	31962506@N07	False
3895	40575230@N05	61827574@N03	False
3896	40575230@N05	40984474@N04	False
3897	40575230@N05	124930081@N08	False
3898	40575230@N05	31155442@N03	False
3899	40575230@N05	8558997@N04	False
3900	40575230@N05	67570591@N02	False
3901	40575230@N05	40134972@N03	False
3902	40575230@N05	67681676@N00	False
3903	40575230@N05	109891957@N06	False
3904	40575230@N05	194746316@N07	False
3905	40575230@N05	69784579@N05	False
3906	40575230@N05	64838645@N08	False
3907	40575230@N05	135049978@N05	False
3908	40575230@N05	40587351@N05	False
3909	40575230@N05	49503042431@N01	False
3910	40575230@N05	61310080@N08	False
3911	40575230@N05	70239653@N06	False
3912	40575230@N05	72287961@N07	False
3913	40575230@N05	69679302@N00	False
3914	40575230@N05	95513357@N04	False
3915	40575230@N05	124295012@N08	False
3916	40575230@N05	137216627@N04	False
3917	40575230@N05	36320080@N04	False
3918	40575230@N05	144925773@N08	False
3919	40575230@N05	20286982@N07	False
3920	40575230@N05	114138418@N08	False
3921	40575230@N05	59259893@N02	False
3922	40575230@N05	36096945@N02	False
3923	40575230@N05	12624630@N02	False
3924	40575230@N05	52384688@N06	False
3925	40575230@N05	60455048@N02	False
3926	40575230@N05	79861098@N06	False
3927	40575230@N05	150740481@N04	False
3928	40575230@N05	8023368@N07	False
3929	40575230@N05	33616145@N00	False
3930	40575230@N05	7816792@N03	False
3931	40575230@N05	49379898@N07	False
3932	40575230@N05	58828131@N07	False
3933	40575230@N05	48380974@N07	False
3934	40575230@N05	83473026@N06	False
3935	40575230@N05	65479609@N07	False
3936	40575230@N05	68686051@N00	False
3937	40575230@N05	14508691@N08	False
3938	40575230@N05	61804295@N00	False
3939	40575230@N05	32605636@N06	False
3940	40575230@N05	21331380@N02	False
3941	40575230@N05	31856336@N03	False
3942	40575230@N05	42964440@N08	False
3943	40575230@N05	62938898@N00	False
3944	40575230@N05	33074930@N06	False
3945	40575230@N05	47572494@N08	False
3946	40575230@N05	36611483@N03	False
3947	40575230@N05	44300226@N05	False
3948	40575230@N05	97072906@N03	False
3949	40575230@N05	55630656@N04	False
3950	40575230@N05	83687883@N04	False
3951	40575230@N05	8754995@N06	False
3952	40575230@N05	10952072@N08	False
3953	40575230@N05	58279609@N06	False
3954	40575230@N05	41993130@N04	False
3955	138486769@N02	88562734@N00	False
3956	138486769@N02	103451433@N02	False
3957	138486769@N02	44864522@N08	False
3958	138486769@N02	130497974@N02	False
3959	138486769@N02	98298474@N06	False
3960	138486769@N02	113432645@N05	False
3961	138486769@N02	152914640@N02	False
3962	138486769@N02	67995615@N03	False
3963	138486769@N02	91764910@N07	False
3964	138486769@N02	77363333@N08	False
3965	138486769@N02	144364903@N07	False
3966	138486769@N02	40639196@N06	False
3967	138486769@N02	12928727@N00	False
3968	138486769@N02	101024362@N08	False
3969	138486769@N02	91639848@N02	False
3970	138486769@N02	89458466@N06	False
3971	138486769@N02	132653459@N05	False
3972	138486769@N02	128652019@N08	False
3973	138486769@N02	27420180@N08	False
3974	138486769@N02	188226981@N08	False
3975	138486769@N02	72199305@N00	False
3976	138486769@N02	49051801@N02	False
3977	138486769@N02	40252249@N00	False
3978	138486769@N02	117937977@N08	False
3979	138486769@N02	39426269@N03	False
3980	138486769@N02	67941842@N02	False
3981	138486769@N02	190013316@N07	False
3982	138486769@N02	110157719@N08	False
3983	138486769@N02	111810876@N06	False
3984	138486769@N02	34971546@N08	False
3985	138486769@N02	51485383@N02	False
3986	138486769@N02	79172173@N00	False
3987	138486769@N02	78621811@N06	False
3988	138486769@N02	145357557@N08	False
3989	138486769@N02	42819205@N05	False
3990	138486769@N02	78715350@N06	False
3991	138486769@N02	75571860@N06	False
3992	138486769@N02	124794330@N05	False
3993	138486769@N02	134751177@N08	False
3994	138486769@N02	182988784@N02	False
3995	138486769@N02	63839496@N08	False
3996	138486769@N02	150317296@N07	False
3997	138486769@N02	148371550@N05	False
3998	138486769@N02	38365720@N06	False
3999	138486769@N02	40290912@N07	False
4000	138486769@N02	52824607@N00	False
4001	138486769@N02	29691233@N08	False
4002	138486769@N02	142467017@N02	False
4003	138486769@N02	58336233@N05	False
4004	138486769@N02	60166527@N07	False
4005	138486769@N02	89428270@N00	False
4006	138486769@N02	116452481@N02	False
4007	138486769@N02	194409521@N04	False
4008	138486769@N02	130738538@N08	False
4009	138486769@N02	42307458@N04	False
4010	138486769@N02	88077847@N07	False
4011	138486769@N02	22650955@N07	False
4012	138486769@N02	76341757@N05	False
4013	138486769@N02	138050839@N02	False
4014	138486769@N02	36829242@N02	False
4015	138486769@N02	41981775@N00	False
4016	138486769@N02	100620471@N06	False
4017	138486769@N02	78855235@N02	False
4018	138486769@N02	78883617@N06	False
4019	138486769@N02	36347740@N00	False
4020	138486769@N02	26156338@N07	False
4021	138486769@N02	130336755@N07	False
4022	138486769@N02	61897811@N00	False
4023	138486769@N02	75436005@N03	False
4024	138486769@N02	127880871@N06	False
4025	138486769@N02	140450721@N08	False
4026	138486769@N02	7859200@N08	False
4027	138486769@N02	63303865@N07	False
4028	138486769@N02	129987915@N06	False
4029	138486769@N02	98612912@N07	False
4030	138486769@N02	128972921@N02	False
4031	138486769@N02	150432676@N05	False
4032	138486769@N02	39290453@N03	False
4033	138486769@N02	149409629@N08	False
4034	138486769@N02	127818807@N07	False
4035	138486769@N02	78142021@N05	False
4036	138486769@N02	44362427@N08	False
4037	138486769@N02	156673991@N02	False
4038	138486769@N02	37643801@N06	False
4039	138486769@N02	141802260@N05	False
4040	138486769@N02	102119643@N04	False
4041	138486769@N02	54899828@N06	False
4042	138486769@N02	132591563@N02	False
4043	138486769@N02	127521717@N02	False
4044	138486769@N02	137390099@N04	False
4045	138486769@N02	134867221@N07	False
4046	138486769@N02	150633924@N05	False
4047	138486769@N02	189352784@N08	False
4048	138486769@N02	156873468@N03	False
4049	138486769@N02	190103716@N08	False
4050	138486769@N02	86424839@N08	False
4051	138486769@N02	142982931@N07	False
4052	138486769@N02	33489706@N08	False
4053	138486769@N02	141670849@N04	False
4054	138486769@N02	34802521@N07	False
4055	138486769@N02	153615904@N07	False
4056	138486769@N02	21830513@N06	False
4057	138486769@N02	103195647@N08	False
4058	138486769@N02	98876469@N06	False
4059	138486769@N02	88558530@N06	False
4060	138486769@N02	130277798@N07	False
4061	138486769@N02	85627970@N06	False
4062	138486769@N02	193223125@N03	False
4063	138486769@N02	143739806@N05	False
4064	138486769@N02	58833665@N00	False
4065	138486769@N02	154323854@N08	False
4066	138486769@N02	54683012@N04	False
4067	138486769@N02	34837561@N07	False
4068	138486769@N02	167744854@N07	False
4069	138486769@N02	131357541@N08	False
4070	138486769@N02	144602239@N02	False
4071	138486769@N02	182350692@N07	False
4072	138486769@N02	122661767@N06	False
4073	138486769@N02	23468812@N06	False
4074	138486769@N02	30942633@N08	False
4075	138486769@N02	143769765@N06	False
4076	138486769@N02	133767116@N08	False
4077	138486769@N02	43285383@N03	False
4078	138486769@N02	163972382@N02	False
4079	138486769@N02	10752586@N06	False
4080	138486769@N02	144115035@N08	False
4081	138486769@N02	82355041@N00	False
4082	138486769@N02	127907954@N02	False
4083	138486769@N02	152530045@N07	False
4084	138486769@N02	124619422@N07	False
4085	138486769@N02	128575325@N04	False
4086	138486769@N02	45094864@N07	False
4087	138486769@N02	134574064@N07	False
4088	138486769@N02	51450749@N06	False
4089	138486769@N02	33937977@N00	False
4090	138486769@N02	68534006@N03	False
4091	138486769@N02	144122437@N07	False
4092	138486769@N02	188916732@N04	False
4093	138486769@N02	165116516@N06	False
4094	138486769@N02	111280148@N03	False
4095	138486769@N02	96417077@N00	False
4096	138486769@N02	141298674@N02	False
4097	138486769@N02	16883564@N04	False
4098	138486769@N02	147734533@N06	False
4099	138486769@N02	13560308@N05	False
4100	138486769@N02	108890382@N02	False
4101	138486769@N02	166504388@N08	False
4102	138486769@N02	137445735@N04	False
4103	138486769@N02	156625362@N05	False
4104	138486769@N02	33763963@N05	False
4105	138486769@N02	71380034@N04	False
4106	138486769@N02	124027964@N05	False
4107	138486769@N02	17705734@N08	False
4108	138486769@N02	194426992@N06	False
4109	138486769@N02	72338363@N05	False
4110	138486769@N02	49276749@N02	False
4111	138486769@N02	128648082@N05	False
4112	138486769@N02	91031856@N00	False
4113	138486769@N02	194567262@N08	False
4114	138486769@N02	17094005@N00	False
4115	138486769@N02	51512416@N03	False
4116	138486769@N02	151435853@N04	False
4117	138486769@N02	85633072@N06	False
4118	138486769@N02	64807403@N00	False
4119	138486769@N02	22290593@N02	False
4120	138486769@N02	142161587@N04	False
4121	138486769@N02	150026685@N07	False
4122	138486769@N02	144721542@N06	False
4123	138486769@N02	88041076@N00	False
4124	138486769@N02	24827377@N00	False
4125	138486769@N02	42295428@N02	False
4126	138486769@N02	53514352@N04	False
4127	138486769@N02	77892185@N03	False
4128	138486769@N02	30005186@N02	False
4129	138486769@N02	124069697@N03	False
4130	138486769@N02	56332124@N05	False
4131	138486769@N02	156757549@N04	False
4132	138486769@N02	155605172@N07	False
4133	138486769@N02	156238714@N05	False
4134	138486769@N02	31851389@N03	False
4135	138486769@N02	158478070@N05	False
4136	138486769@N02	39420992@N03	False
4137	138486769@N02	31052234@N06	False
4138	138486769@N02	96839421@N06	False
4139	138486769@N02	139620924@N08	False
4140	138486769@N02	86565984@N00	False
4141	138486769@N02	147050069@N08	False
4142	138486769@N02	115611345@N05	False
4143	138486769@N02	65009745@N03	False
4144	138486769@N02	90008778@N02	False
4145	138486769@N02	181600868@N05	False
4146	138486769@N02	37983397@N08	False
4147	138486769@N02	37175329@N08	False
4148	138486769@N02	56292794@N02	False
4149	138486769@N02	71398264@N04	False
4150	138486769@N02	126688347@N04	False
4151	138486769@N02	193664664@N05	False
4152	138486769@N02	160313470@N02	False
4153	138486769@N02	52290758@N04	False
4154	138486769@N02	61384338@N02	False
4155	138486769@N02	144194136@N08	False
4156	138486769@N02	48934225@N07	False
4157	138486769@N02	94002129@N05	False
4158	138486769@N02	69129761@N06	False
4159	138486769@N02	124041666@N06	False
4160	138486769@N02	10710604@N05	False
4161	138486769@N02	98543517@N08	False
4162	138486769@N02	135763253@N05	False
4163	138486769@N02	52419516@N07	False
4164	138486769@N02	42049155@N06	False
4165	138486769@N02	128784634@N05	False
4166	138486769@N02	66374808@N08	False
4167	138486769@N02	98772145@N05	False
4168	138486769@N02	99812635@N00	False
4169	138486769@N02	119307367@N03	False
4170	138486769@N02	22499269@N07	False
4171	138486769@N02	10673838@N02	False
4172	138486769@N02	152135646@N06	False
4173	138486769@N02	55514420@N00	False
4174	138486769@N02	194664355@N08	False
4175	138486769@N02	50298122@N08	False
4176	138486769@N02	49182487@N03	False
4177	138486769@N02	183622423@N06	False
4178	138486769@N02	28306652@N03	False
4179	138486769@N02	136550245@N08	False
4180	138486769@N02	146610033@N02	False
4181	138486769@N02	24095738@N00	False
4182	138486769@N02	52160076@N08	False
4183	138486769@N02	146031745@N04	False
4184	138486769@N02	51607361@N08	False
4185	138486769@N02	62501682@N00	False
4186	138486769@N02	49170485@N03	False
4187	138486769@N02	107848814@N04	False
4188	138486769@N02	143115374@N02	False
4189	138486769@N02	62845223@N00	False
4190	138486769@N02	194371461@N05	False
4191	138486769@N02	81504125@N00	False
4192	138486769@N02	92169786@N06	False
4193	138486769@N02	132314196@N02	False
4194	138486769@N02	63488389@N04	False
4195	138486769@N02	82484300@N00	False
4196	138486769@N02	92816891@N03	False
4197	138486769@N02	21307765@N02	False
4198	138486769@N02	62973218@N02	False
4199	138486769@N02	168293674@N04	False
4200	138486769@N02	80223070@N03	False
4201	138486769@N02	142437155@N05	False
4202	138486769@N02	57003975@N03	False
4203	138486769@N02	141012566@N04	False
4204	138486769@N02	66625060@N05	False
4205	138486769@N02	103141416@N06	False
4206	138486769@N02	131268713@N07	False
4207	138486769@N02	121939982@N02	False
4208	138486769@N02	45045061@N08	False
4209	138486769@N02	50298642@N03	False
4210	138486769@N02	76108358@N05	False
4211	138486769@N02	18356757@N00	False
4212	138486769@N02	190716846@N04	False
4213	138486769@N02	142922130@N05	False
4214	138486769@N02	135419404@N04	False
4215	138486769@N02	32163286@N07	False
4216	138486769@N02	87128103@N00	False
4217	138486769@N02	183898236@N04	False
4218	138486769@N02	145496786@N03	False
4219	138486769@N02	44855005@N04	False
4220	138486769@N02	192792314@N03	False
4221	138486769@N02	124304575@N06	False
4222	138486769@N02	10323228@N07	False
4223	138486769@N02	82086812@N07	False
4224	138486769@N02	146087080@N04	False
4225	138486769@N02	76920384@N08	False
4226	138486769@N02	24083967@N06	False
4227	138486769@N02	185222094@N08	False
4228	138486769@N02	10120618@N05	False
4229	138486769@N02	101570665@N07	False
4230	138486769@N02	74674377@N02	False
4231	138486769@N02	139922082@N03	False
4232	138486769@N02	114260273@N05	False
4233	138486769@N02	109351237@N06	False
4234	138486769@N02	163509931@N04	False
4235	138486769@N02	22082477@N05	False
4236	138486769@N02	101058950@N02	False
4237	138486769@N02	81968069@N04	False
4238	138486769@N02	116782628@N03	False
4239	138486769@N02	193609500@N08	False
4240	138486769@N02	39805135@N07	False
4241	138486769@N02	16269760@N06	False
4242	138486769@N02	12529121@N08	False
4243	138486769@N02	34733480@N03	False
4244	138486769@N02	28446685@N08	False
4245	138486769@N02	98794888@N02	False
4246	138486769@N02	130176861@N05	False
4247	138486769@N02	60403423@N00	False
4248	138486769@N02	112241195@N04	False
4249	138486769@N02	144757577@N08	False
4250	138486769@N02	140310375@N07	False
4251	138486769@N02	25353812@N02	False
4252	138486769@N02	71896983@N07	False
4253	138486769@N02	166239207@N06	False
4254	138486769@N02	184823463@N07	False
4255	138486769@N02	141357147@N02	False
4256	138486769@N02	114541733@N02	False
4257	138486769@N02	137827744@N06	False
4258	138486769@N02	91093355@N05	False
4259	138486769@N02	119735053@N04	False
4260	138486769@N02	186599710@N08	False
4261	138486769@N02	66162574@N02	False
4262	138486769@N02	109790002@N02	False
4263	138486769@N02	38772371@N06	False
4264	138486769@N02	155833730@N04	False
4265	138486769@N02	187623561@N02	False
4266	138486769@N02	82493256@N03	False
4267	138486769@N02	60246425@N02	False
4268	138486769@N02	31590129@N04	False
4269	138486769@N02	101349285@N02	False
4270	138486769@N02	67452778@N05	False
4271	138486769@N02	184754354@N06	False
4272	138486769@N02	96332550@N00	False
4273	138486769@N02	53071689@N07	False
4274	138486769@N02	160702651@N05	False
4275	138486769@N02	25112341@N06	False
4276	138486769@N02	112125470@N03	False
4277	138486769@N02	11613932@N04	False
4278	138486769@N02	88851387@N07	False
4279	138486769@N02	21656962@N05	False
4280	138486769@N02	44121094@N03	False
4281	138486769@N02	66067526@N03	False
4282	138486769@N02	125068074@N03	False
4283	138486769@N02	73648139@N03	False
4284	138486769@N02	148411486@N08	False
4285	138486769@N02	135080017@N06	False
4286	138486769@N02	148219904@N08	False
4287	138486769@N02	135709218@N06	False
4288	138486769@N02	50857173@N06	False
4289	138486769@N02	122579925@N07	False
4290	138486769@N02	135603968@N08	False
4291	138486769@N02	147273613@N05	False
4292	138486769@N02	124407490@N06	False
4293	138486769@N02	107533498@N08	False
4294	138486769@N02	23196822@N00	False
4295	138486769@N02	151665830@N05	False
4296	138486769@N02	76430223@N03	False
4297	138486769@N02	77027791@N08	False
4298	138486769@N02	151389797@N06	False
4299	138486769@N02	10623565@N02	False
4300	138486769@N02	184338158@N06	False
4301	138486769@N02	150636614@N05	False
4302	138486769@N02	104563823@N05	False
4303	138486769@N02	10730035@N08	False
4304	138486769@N02	52523946@N04	False
4305	138486769@N02	79274684@N00	False
4306	138486769@N02	91568300@N02	False
4307	138486769@N02	145126075@N08	False
4308	138486769@N02	121856779@N03	False
4309	138486769@N02	133972844@N04	False
4310	138486769@N02	50591339@N04	False
4311	138486769@N02	192311950@N08	False
4312	138486769@N02	157780584@N07	False
4313	138486769@N02	165776414@N05	False
4314	138486769@N02	24993054@N07	False
4315	138486769@N02	93521306@N02	False
4316	138486769@N02	113038732@N04	False
4317	138486769@N02	43488630@N07	False
4318	138486769@N02	94496785@N02	False
4319	138486769@N02	58528184@N04	False
4320	138486769@N02	96228372@N06	False
4321	138486769@N02	155515278@N03	False
4322	138486769@N02	142726132@N02	False
4323	138486769@N02	145416117@N07	False
4324	138486769@N02	129434925@N02	False
4325	138486769@N02	155731772@N07	False
4326	138486769@N02	124205436@N06	False
4327	138486769@N02	100629421@N07	True
4328	138486769@N02	43015940@N04	False
4329	138486769@N02	82672036@N03	False
4330	138486769@N02	10692112@N02	False
4331	138486769@N02	123653963@N02	False
4332	138486769@N02	133105792@N04	False
4333	138486769@N02	103405505@N05	False
4334	138486769@N02	133471716@N08	False
4335	138486769@N02	106408267@N08	False
4336	138486769@N02	151799383@N02	False
4337	138486769@N02	15040509@N07	False
4338	138486769@N02	50346158@N05	False
4339	138486769@N02	32543267@N00	False
4340	138486769@N02	64414342@N04	False
4341	138486769@N02	53054066@N02	False
4342	138486769@N02	100651202@N02	False
4343	138486769@N02	58360664@N05	False
4344	138486769@N02	33531928@N04	False
4345	138486769@N02	130590537@N02	False
4346	138486769@N02	116475418@N03	False
4347	138486769@N02	80986364@N02	False
4348	138486769@N02	104031939@N08	False
4349	138486769@N02	26984212@N03	False
