		self	friend	interest	mutual
8733637@N04	193393816@N06	0	False	0	False
150614452@N05	8733637@N04	0	False	0.015218769816106531	False
150614452@N05	150614452@N05	1	1	1	True
150614452@N05	195032295@N04	0	False	0	False
150614452@N05	10299779@N03	0	False	0	False
150614452@N05	72605979@N00	0	False	0	False
150614452@N05	188682146@N07	0	False	0.00558659217877095	False
150614452@N05	71878757@N00	0	False	0	False
150614452@N05	22824091@N08	0	False	0.003663003663003663	False
150614452@N05	192204246@N07	0	False	0	False
150614452@N05	29280372@N08	0	False	0.032418952618453865	False
150614452@N05	133404195@N07	0	False	0.0027247956403269754	False
150614452@N05	64749543@N02	0	False	0	False
150614452@N05	34476863@N00	0	False	0	False
150614452@N05	47568542@N03	0	False	0	False
150614452@N05	193496828@N05	0	False	0.004878048780487805	False
150614452@N05	138004730@N03	0	False	0.014684287812041116	False
150614452@N05	149392270@N02	0	False	0	False
150614452@N05	10024035@N00	0	False	0.008356545961002786	False
150614452@N05	64941417@N03	0	False	0	False
150614452@N05	140378231@N02	0	False	0	False
150614452@N05	12399948@N00	0	False	0	False
150614452@N05	132603569@N08	0	False	0.00641025641025641	False
150614452@N05	10655856@N04	0	False	0	False
150614452@N05	7569767@N05	0	False	0	False
150614452@N05	91244219@N06	0	False	0	False
150614452@N05	51425650@N04	0	False	0	False
150614452@N05	42949625@N05	0	False	0.11895910780669144	True
150614452@N05	194948209@N06	0	False	0	False
150614452@N05	192283700@N08	0	False	0	False
150614452@N05	57128711@N00	0	False	0	False
150614452@N05	42152648@N06	0	False	0	False
150614452@N05	84538934@N00	0	False	0.013157894736842105	False
150614452@N05	7706348@N04	0	False	0	False
150614452@N05	104736837@N03	0	False	0.01147396293027361	False
150614452@N05	131021490@N02	0	False	0.007755695588948134	False
150614452@N05	66944894@N06	0	False	0.007518796992481203	False
150614452@N05	140977171@N08	0	False	0	False
150614452@N05	15256764@N06	0	False	0	False
150614452@N05	91032781@N04	0	False	0	False
150614452@N05	105105658@N03	0	False	0.02	False
150614452@N05	62068535@N08	0	False	0.02857142857142857	False
150614452@N05	194361165@N03	0	False	0	False
150614452@N05	126038549@N06	0	False	0	False
150614452@N05	15177829@N06	0	False	0.00641025641025641	False
150614452@N05	87413031@N03	0	False	0.011799410029498525	False
150614452@N05	163737578@N08	0	False	0	False
150614452@N05	67342107@N00	0	False	0.00964630225080386	False
150614452@N05	41590863@N06	0	False	0.005405405405405406	False
150614452@N05	149009476@N07	0	False	0	False
150614452@N05	189688801@N07	0	False	0	False
150614452@N05	9764147@N02	0	False	0.014354066985645933	False
150614452@N05	8866365@N08	0	False	0.00906344410876133	False
150614452@N05	61190890@N06	0	False	0.0794979079497908	False
150614452@N05	36350804@N02	0	False	0.07401315789473684	False
150614452@N05	163364884@N04	0	False	0	False
150614452@N05	105693115@N07	0	False	0	False
150614452@N05	45427632@N02	0	False	0	False
150614452@N05	66296731@N07	0	False	0.007246376811594203	False
150614452@N05	44884174@N08	0	False	0	False
150614452@N05	39906815@N05	0	False	0.01507537688442211	False
150614452@N05	69841044@N02	0	False	0.006289308176100629	False
150614452@N05	73294780@N04	0	False	0.007042253521126761	False
150614452@N05	71267357@N06	0	False	0	False
150614452@N05	185035056@N05	0	False	0	False
