	0	1
4198	10024035@N00	8720628@N04
4199	10024035@N00	101011549@N06
4200	10024035@N00	189670201@N05
4201	10024035@N00	84439634@N07
4202	10024035@N00	134367879@N02
4203	10024035@N00	26714573@N00
4204	10024035@N00	135045390@N06
4205	10024035@N00	71337041@N06
4206	10024035@N00	23868213@N03
4207	10024035@N00	69455880@N04
4208	10024035@N00	106937628@N08
4209	10024035@N00	147135779@N02
4210	10024035@N00	113740107@N03
4211	10024035@N00	49503096783@N01
4212	10024035@N00	87883805@N04
4213	10024035@N00	33927830@N05
4214	10024035@N00	150636614@N05
4215	10024035@N00	13468619@N08
4216	10024035@N00	25232404@N08
4217	10024035@N00	124399747@N04
4218	10024035@N00	51044250@N04
4219	10024035@N00	42141372@N00
4220	10024035@N00	105515705@N06
4221	10024035@N00	9365668@N08
4222	10024035@N00	14877328@N00
4223	10024035@N00	99684904@N00
4224	10024035@N00	34047587@N03
4225	10024035@N00	22008624@N03
4226	10024035@N00	55873432@N04
4227	10024035@N00	59863270@N07
4228	10024035@N00	96039744@N08
4229	10024035@N00	124257386@N06
4230	10024035@N00	8605011@N02
4231	10024035@N00	95915865@N08
4232	10024035@N00	148003790@N07
4233	10024035@N00	64163787@N02
4234	10024035@N00	38694010@N00
4235	10024035@N00	47672630@N08
4236	10024035@N00	129622357@N07
4237	10024035@N00	35839858@N06
4238	10024035@N00	116365926@N05
4239	10024035@N00	192700680@N08
4240	10024035@N00	107963674@N07
4241	10024035@N00	44830123@N06
4242	10024035@N00	61430317@N04
4243	10024035@N00	135037635@N03
4244	10024035@N00	126518056@N02
4245	10024035@N00	98227287@N05
4246	10024035@N00	130189874@N03
4247	10024035@N00	70042653@N02
4248	10024035@N00	24929164@N06
4249	10024035@N00	56612021@N04
4250	10024035@N00	76935862@N05
4251	10024035@N00	67038539@N00
4252	10024035@N00	14995209@N00
4253	10024035@N00	39610568@N05
4254	10024035@N00	126297212@N04
4255	10024035@N00	35237097394@N01
4256	10024035@N00	70209092@N04
4257	10024035@N00	36554678@N05
4258	10024035@N00	45715202@N04
4259	10024035@N00	150738296@N07
4260	10024035@N00	30737577@N00
4261	10024035@N00	11736792@N06
4262	10024035@N00	187185940@N04
4263	10024035@N00	11618337@N00
4264	10024035@N00	27027735@N02
4265	10024035@N00	144136814@N05
4266	10024035@N00	35069463@N02
4267	10024035@N00	65919269@N00
4268	10024035@N00	126693097@N05
4269	10024035@N00	57643569@N08
4270	10024035@N00	29367844@N03
4271	10024035@N00	59834105@N02
4272	10024035@N00	97515762@N03
4273	10024035@N00	94812913@N03
4274	10024035@N00	15317201@N07
4275	10024035@N00	13774211@N00
4276	10024035@N00	96250052@N06
4277	10024035@N00	137319556@N08
4278	10024035@N00	58332921@N05
4279	10024035@N00	88477419@N05
4280	10024035@N00	61805215@N05
4281	10024035@N00	7191743@N07
4282	10024035@N00	24494895@N05
4283	10024035@N00	12122480@N08
4284	10024035@N00	135672454@N07
4285	10024035@N00	7458244@N06
4286	10024035@N00	127861181@N07
4287	10024035@N00	8767978@N04
4288	10024035@N00	135080366@N05
4289	10024035@N00	193577228@N08
4290	10024035@N00	88269222@N08
4291	10024035@N00	57597477@N03
4292	10024035@N00	29209845@N04
4293	10024035@N00	58306981@N03
4294	10024035@N00	19409993@N00
4295	10024035@N00	55938505@N03
4296	10024035@N00	23286095@N05
4297	10024035@N00	133497319@N05
4298	10024035@N00	61176293@N05
4299	10024035@N00	61357928@N05
4300	10024035@N00	97184993@N05
4301	10024035@N00	24462442@N02
4302	10024035@N00	100320847@N06
4303	10024035@N00	26746032@N08
4304	10024035@N00	30488991@N02
4305	10024035@N00	92427535@N06
4306	10024035@N00	29122604@N05
4307	10024035@N00	152442938@N03
4308	10024035@N00	34419668@N08
4309	10024035@N00	126782387@N02
4310	10024035@N00	56471489@N04
4311	10024035@N00	22796940@N00
4312	10024035@N00	42845055@N03
4313	10024035@N00	128984572@N04
4314	10024035@N00	126647044@N06
4315	10024035@N00	22998854@N02
4316	10024035@N00	96364647@N00
4317	10024035@N00	41495112@N02
4318	10024035@N00	129942286@N08
4319	10024035@N00	57054101@N00
4320	10024035@N00	143717583@N05
4321	10024035@N00	39459881@N02
4322	10024035@N00	36444537@N07
4323	10024035@N00	89205550@N00
4324	10024035@N00	130993068@N03
4325	10024035@N00	143447993@N07
4326	10024035@N00	60663006@N04
4327	10024035@N00	12741148@N00
4328	10024035@N00	192784308@N02
4329	10024035@N00	24683193@N00
4330	10024035@N00	99058352@N05
4331	10024035@N00	7247833@N04
4332	10024035@N00	76104785@N00
4333	10024035@N00	29352895@N02
4334	10024035@N00	28362923@N07
4335	10024035@N00	64211968@N04
4336	10024035@N00	136810694@N03
4337	10024035@N00	119529224@N04
4338	10024035@N00	26953621@N03
4339	10024035@N00	63495173@N02
4340	10024035@N00	47813094@N05
4341	10024035@N00	52709929@N06
4342	10024035@N00	122303651@N02
4343	10024035@N00	134230993@N02
4344	64941417@N03	124345284@N06
4345	64941417@N03	145709687@N06
4346	64941417@N03	77192614@N06
4347	64941417@N03	134799186@N03
4348	64941417@N03	8289951@N07
4349	64941417@N03	119173004@N07
4350	64941417@N03	11954252@N00
4351	64941417@N03	46905637@N08
4352	64941417@N03	116475586@N08
4353	64941417@N03	10277320@N03
4354	64941417@N03	45496255@N08
4355	64941417@N03	103946785@N04
4356	64941417@N03	82915032@N03
4357	64941417@N03	53544300@N03
4358	64941417@N03	140630575@N08
4359	64941417@N03	15182885@N04
4360	64941417@N03	51897459@N00
4361	64941417@N03	162037967@N08
4362	64941417@N03	11756353@N08
4363	64941417@N03	67361718@N08
4364	64941417@N03	10986737@N03
4365	64941417@N03	45030824@N06
4366	64941417@N03	142796741@N08
4367	64941417@N03	153629891@N05
4368	64941417@N03	192458924@N08
4369	64941417@N03	49461619@N06
4370	64941417@N03	54176781@N00
4371	64941417@N03	15585739@N06
4372	64941417@N03	142518063@N02
4373	64941417@N03	99868954@N06
4374	64941417@N03	130292467@N03
4375	64941417@N03	54122490@N08
4376	64941417@N03	39453974@N04
4377	64941417@N03	102125777@N03
4378	64941417@N03	114894243@N04
4379	64941417@N03	38459332@N00
4380	64941417@N03	85839379@N04
4381	64941417@N03	61108991@N00
4382	64941417@N03	139464153@N08
4383	64941417@N03	49342097@N00
4384	64941417@N03	55895413@N02
4385	64941417@N03	60116754@N05
4386	64941417@N03	54136071@N02
4387	64941417@N03	183292060@N03
4388	64941417@N03	24449591@N04
4389	64941417@N03	27107313@N07
4390	64941417@N03	91251978@N03
4391	64941417@N03	117673097@N03
4392	64941417@N03	38163490@N00
4393	64941417@N03	44915680@N05
4394	64941417@N03	71899610@N04
4395	64941417@N03	145960418@N08
4396	64941417@N03	92686536@N00
4397	64941417@N03	90242952@N08
4398	64941417@N03	131486025@N07
4399	64941417@N03	22849851@N05
4400	64941417@N03	67275002@N00
4401	64941417@N03	60619264@N02
4402	64941417@N03	51934311@N07
4403	64941417@N03	41409210@N00
4404	64941417@N03	8236560@N07
4405	64941417@N03	138172227@N04
4406	64941417@N03	159895890@N02
4407	64941417@N03	42950217@N07
4408	64941417@N03	28214093@N06
4409	64941417@N03	136755383@N08
4410	64941417@N03	82002413@N00
4411	64941417@N03	131844207@N07
4412	64941417@N03	61496317@N00
4413	64941417@N03	170957754@N04
4414	64941417@N03	132807512@N07
4415	64941417@N03	183909573@N06
4416	64941417@N03	90168442@N00
4417	64941417@N03	100195112@N06
4418	64941417@N03	145226758@N06
4419	64941417@N03	56245549@N03
4420	64941417@N03	182288412@N07
4421	64941417@N03	22125241@N04
4422	64941417@N03	57935802@N00
4423	64941417@N03	7336906@N07
4424	64941417@N03	64274332@N06
4425	64941417@N03	65836263@N04
4426	64941417@N03	129919502@N07
4427	64941417@N03	47214783@N07
4428	64941417@N03	128323860@N03
4429	64941417@N03	11975624@N06
4430	64941417@N03	193750583@N08
4431	64941417@N03	88432640@N04
4432	64941417@N03	49116330@N02
4433	64941417@N03	28523661@N07
4434	64941417@N03	118270403@N04
4435	64941417@N03	51220543@N03
4436	64941417@N03	37239943@N02
4437	64941417@N03	130844332@N06
4438	64941417@N03	49567664@N02
4439	64941417@N03	20736846@N08
4440	64941417@N03	93845156@N08
4441	64941417@N03	125077840@N06
4442	64941417@N03	69233563@N04
4443	64941417@N03	55391646@N00
4444	64941417@N03	58013730@N08
4445	64941417@N03	108466479@N08
4446	64941417@N03	29964558@N03
4447	64941417@N03	39419100@N00
4448	64941417@N03	91141240@N05
4449	64941417@N03	131884790@N03
4450	64941417@N03	123664829@N07
4451	64941417@N03	187846692@N04
4452	64941417@N03	46262347@N06
4453	64941417@N03	43447505@N00
4454	64941417@N03	191555650@N02
4455	64941417@N03	146725690@N07
4456	64941417@N03	58797275@N04
4457	64941417@N03	152664862@N07
4458	64941417@N03	74325343@N03
4459	64941417@N03	55084411@N00
4460	64941417@N03	132647108@N05
4461	64941417@N03	58654087@N02
4462	64941417@N03	92782584@N00
4463	64941417@N03	64271948@N03
4464	64941417@N03	51868148@N08
4465	64941417@N03	187195841@N08
4466	64941417@N03	42697422@N00
4467	64941417@N03	29570498@N07
4468	64941417@N03	81266400@N00
4469	64941417@N03	7265984@N05
4470	64941417@N03	135323105@N04
4471	64941417@N03	90834334@N00
4472	64941417@N03	82158302@N07
4473	64941417@N03	130614520@N07
4474	64941417@N03	130720137@N04
4475	64941417@N03	151600984@N08
4476	64941417@N03	124822028@N05
4477	64941417@N03	64928092@N02
4478	64941417@N03	74065833@N06
4479	64941417@N03	8921135@N03
4480	64941417@N03	29515662@N07
4481	64941417@N03	99018125@N02
4482	64941417@N03	34462952@N05
4483	64941417@N03	41400925@N06
4484	64941417@N03	24044636@N00
4485	64941417@N03	93555356@N05
4486	64941417@N03	68027462@N00
4487	64941417@N03	126082282@N04
4488	64941417@N03	48441030@N00
4489	64941417@N03	78853988@N07
4490	64941417@N03	90443784@N00
4491	64941417@N03	46356507@N04
4492	64941417@N03	86169916@N00
4493	64941417@N03	139031868@N02
4494	64941417@N03	99561796@N05
4495	64941417@N03	33332442@N00
4496	64941417@N03	45222164@N04
4497	64941417@N03	22746515@N02
4498	64941417@N03	135401372@N03
4499	64941417@N03	130114446@N04
4500	64941417@N03	47441613@N00
4501	64941417@N03	92284803@N00
4502	64941417@N03	7879226@N08
4503	64941417@N03	53048254@N04
4504	64941417@N03	20863890@N00
4505	64941417@N03	120726494@N05
4506	64941417@N03	88481242@N04
4507	64941417@N03	40882965@N08
4508	64941417@N03	39643460@N00
4509	64941417@N03	54144402@N03
4510	64941417@N03	89885299@N04
4511	64941417@N03	125501349@N04
4512	64941417@N03	56531164@N06
4513	64941417@N03	92301054@N07
4514	64941417@N03	61873372@N04
4515	64941417@N03	113642218@N03
4516	64941417@N03	15130141@N07
4517	64941417@N03	87559236@N03
4518	64941417@N03	152740002@N04
4519	64941417@N03	147750634@N02
4520	64941417@N03	44248221@N07
4521	64941417@N03	125671099@N05
4522	64941417@N03	94566136@N08
4523	64941417@N03	77866304@N00
4524	64941417@N03	33841071@N02
4525	64941417@N03	120295124@N07
4526	64941417@N03	28794527@N00
4527	64941417@N03	57767843@N04
4528	64941417@N03	55221211@N05
4529	64941417@N03	69615420@N00
4530	64941417@N03	96336176@N08
4531	64941417@N03	142422417@N05
4532	64941417@N03	127614649@N03
4533	64941417@N03	129293755@N04
4534	64941417@N03	50380121@N07
4535	64941417@N03	115466982@N04
4536	64941417@N03	94562772@N07
4537	64941417@N03	73769397@N00
4538	64941417@N03	97885852@N08
4539	64941417@N03	143393659@N06
4540	64941417@N03	36776313@N04
4541	64941417@N03	55631131@N04
4542	64941417@N03	33130243@N08
4543	64941417@N03	32623726@N00
4544	64941417@N03	61956494@N06
4545	64941417@N03	21491123@N08
4546	64941417@N03	42345364@N03
4547	64941417@N03	53922872@N07
4548	64941417@N03	27985213@N06
4549	64941417@N03	150488853@N02
4550	64941417@N03	51798355@N00
4551	64941417@N03	21450297@N06
4552	64941417@N03	193522546@N05
4553	64941417@N03	29098385@N04
4554	64941417@N03	52682187@N03
4555	64941417@N03	146945072@N03
4556	64941417@N03	65932986@N02
4557	64941417@N03	60561365@N02
4558	64941417@N03	95160486@N02
4559	64941417@N03	127883653@N04
4560	64941417@N03	43549709@N07
4561	64941417@N03	188100516@N04
4562	64941417@N03	137586151@N04
4563	64941417@N03	192358776@N03
4564	64941417@N03	94228006@N06
4565	64941417@N03	126736503@N03
4566	64941417@N03	38154045@N04
4567	64941417@N03	101295391@N07
4568	64941417@N03	85938781@N00
4569	64941417@N03	101892125@N04
4570	64941417@N03	130058088@N08
4571	64941417@N03	14332215@N00
4572	64941417@N03	131997209@N04
4573	64941417@N03	10391786@N03
4574	64941417@N03	41847245@N04
4575	64941417@N03	43931965@N08
4576	64941417@N03	187924315@N04
4577	64941417@N03	132810489@N02
4578	64941417@N03	23441292@N07
4579	64941417@N03	12263029@N00
4580	64941417@N03	129774421@N05
4581	64941417@N03	23071478@N00
4582	64941417@N03	66254247@N05
4583	64941417@N03	95381070@N00
4584	64941417@N03	68062811@N05
4585	64941417@N03	92444058@N07
4586	64941417@N03	43026545@N08
4587	64941417@N03	72374593@N06
4588	64941417@N03	108981853@N07
4589	64941417@N03	157470044@N07
4590	64941417@N03	150881853@N08
4591	64941417@N03	142289053@N06
4592	64941417@N03	129920628@N07
4593	64941417@N03	63370826@N08
4594	64941417@N03	94778595@N05
4595	64941417@N03	165101299@N03
4596	64941417@N03	124763395@N03
4597	64941417@N03	80049156@N08
4598	64941417@N03	91591087@N03
4599	64941417@N03	31287486@N06
4600	64941417@N03	37385072@N07
4601	64941417@N03	113106517@N08
4602	64941417@N03	10633469@N08
4603	64941417@N03	62118219@N00
4604	64941417@N03	83626772@N07
4605	64941417@N03	75495350@N07
4606	64941417@N03	76433458@N08
4607	64941417@N03	13892202@N00
4608	64941417@N03	44455852@N02
4609	64941417@N03	40022976@N05
4610	64941417@N03	45083869@N02
4611	64941417@N03	132870791@N04
4612	64941417@N03	24692517@N07
4613	64941417@N03	137614080@N07
4614	64941417@N03	96135785@N00
4615	64941417@N03	154412332@N05
4616	64941417@N03	143075823@N02
4617	64941417@N03	28709125@N05
4618	64941417@N03	101126703@N05
4619	64941417@N03	160099806@N06
4620	64941417@N03	51511168@N00
4621	64941417@N03	106015500@N03
4622	64941417@N03	35303249@N00
4623	64941417@N03	189775058@N07
4624	64941417@N03	158559434@N03
4625	64941417@N03	130201290@N07
4626	64941417@N03	29392353@N08
4627	64941417@N03	89232996@N08
4628	64941417@N03	137706889@N07
4629	64941417@N03	76161466@N03
4630	64941417@N03	92981517@N03
4631	64941417@N03	43111300@N02
4632	64941417@N03	74411818@N00
4633	64941417@N03	20627211@N06
4634	64941417@N03	160895150@N02
4635	64941417@N03	46811593@N06
4636	64941417@N03	39734833@N00
4637	64941417@N03	42546845@N03
4638	64941417@N03	192695529@N02
4639	64941417@N03	131844482@N02
4640	64941417@N03	15964874@N02
4641	64941417@N03	40770047@N03
4642	64941417@N03	98851236@N00
4643	64941417@N03	40311652@N03
4644	64941417@N03	74835575@N05
4645	64941417@N03	56992619@N07
4646	64941417@N03	183063000@N02
4647	64941417@N03	139123644@N03
4648	64941417@N03	95977457@N07
4649	64941417@N03	66124473@N07
4650	64941417@N03	141449230@N05
4651	64941417@N03	140360603@N06
4652	64941417@N03	8160672@N03
4653	64941417@N03	66649794@N08
4654	64941417@N03	29185319@N03
4655	64941417@N03	74652623@N06
4656	64941417@N03	106300142@N04
4657	64941417@N03	34439657@N02
4658	64941417@N03	148300741@N04
4659	64941417@N03	14389567@N00
4660	64941417@N03	95144658@N07
4661	64941417@N03	143019008@N03
4662	64941417@N03	130138141@N05
4663	64941417@N03	15031555@N00
4664	64941417@N03	182842107@N05
4665	64941417@N03	163672764@N06
4666	64941417@N03	68157461@N06
4667	64941417@N03	162674154@N05
4668	64941417@N03	194702369@N04
4669	64941417@N03	25266137@N04
4670	64941417@N03	59545354@N08
4671	64941417@N03	47786719@N00
4672	64941417@N03	80244955@N07
4673	64941417@N03	59328738@N08
4674	64941417@N03	29596091@N04
4675	64941417@N03	85944374@N07
4676	64941417@N03	22776713@N02
4677	64941417@N03	189332088@N05
4678	64941417@N03	30284907@N02
4679	64941417@N03	129598004@N04
4680	64941417@N03	42894632@N05
4681	64941417@N03	167119724@N05
4682	64941417@N03	131610578@N03
4683	64941417@N03	99993629@N07
4684	64941417@N03	136325739@N04
4685	64941417@N03	54276387@N06
4686	64941417@N03	135570375@N05
4687	64941417@N03	59512708@N00
4688	64941417@N03	36062642@N00
4689	64941417@N03	111737427@N03
4690	64941417@N03	128423986@N03
4691	64941417@N03	50258067@N00
4692	64941417@N03	187968137@N03
4693	64941417@N03	10407404@N00
4694	64941417@N03	89370873@N08
4695	64941417@N03	27958543@N05
4696	64941417@N03	33783533@N04
4697	64941417@N03	32591541@N08
4698	64941417@N03	130733415@N04
4699	64941417@N03	99736950@N00
4700	64941417@N03	91695015@N06
4701	64941417@N03	75736926@N02
4702	64941417@N03	147706853@N05
4703	64941417@N03	124663545@N08
4704	64941417@N03	97475407@N02
4705	64941417@N03	63608631@N03
4706	64941417@N03	89589941@N08
4707	64941417@N03	130781101@N05
4708	64941417@N03	67452778@N05
4709	64941417@N03	87991184@N05
4710	64941417@N03	152884924@N03
4711	64941417@N03	34355693@N03
4712	64941417@N03	72052852@N04
4713	64941417@N03	146755496@N06
4714	64941417@N03	129971511@N04
4715	64941417@N03	123671899@N02
4716	64941417@N03	22026802@N00
4717	64941417@N03	9019841@N08
4718	64941417@N03	46295383@N08
4719	64941417@N03	12240334@N05
4720	64941417@N03	89227733@N07
4721	64941417@N03	32864615@N00
4722	64941417@N03	25004362@N08
4723	64941417@N03	40522821@N00
4724	64941417@N03	157401463@N08
4725	64941417@N03	42134945@N00
4726	64941417@N03	40144839@N06
4727	64941417@N03	8483835@N02
4728	64941417@N03	58999760@N07
4729	64941417@N03	102769164@N05
4730	64941417@N03	28587936@N03
4731	64941417@N03	41540514@N08
4732	64941417@N03	9591187@N02
4733	64941417@N03	8050560@N03
4734	64941417@N03	23868213@N03
4735	64941417@N03	114213318@N08
4736	64941417@N03	80231187@N08
4737	64941417@N03	61665955@N03
4738	64941417@N03	25712815@N02
4739	64941417@N03	99446612@N05
4740	64941417@N03	21184907@N00
4741	64941417@N03	139290061@N07
4742	64941417@N03	117821177@N06
4743	64941417@N03	46459541@N02
4744	64941417@N03	49241777@N03
4745	64941417@N03	31737259@N08
4746	64941417@N03	53584719@N04
4747	64941417@N03	83800756@N07
4748	64941417@N03	99523271@N00
4749	64941417@N03	45825878@N04
4750	64941417@N03	57636776@N02
4751	64941417@N03	62841083@N04
4752	64941417@N03	34366943@N00
4753	64941417@N03	22417575@N07
4754	64941417@N03	182148534@N06
4755	64941417@N03	52879448@N06
4756	64941417@N03	90127796@N06
4757	64941417@N03	25451895@N02
4758	64941417@N03	7294820@N07
4759	64941417@N03	150392574@N02
4760	64941417@N03	63172933@N08
4761	64941417@N03	146765658@N06
4762	64941417@N03	78768082@N08
4763	64941417@N03	87422546@N08
4764	64941417@N03	32507520@N03
4765	64941417@N03	115180787@N03
4766	64941417@N03	34303829@N08
4767	64941417@N03	35031582@N02
4768	64941417@N03	40309547@N06
4769	64941417@N03	152629780@N02
4770	64941417@N03	184626656@N08
4771	64941417@N03	40323713@N00
4772	64941417@N03	129404113@N08
4773	64941417@N03	151872916@N06
4774	64941417@N03	187920741@N07
4775	64941417@N03	12695282@N07
4776	64941417@N03	52192330@N05
4777	64941417@N03	30445376@N05
4778	64941417@N03	116199148@N08
4779	64941417@N03	70091953@N00
4780	64941417@N03	43199184@N07
4781	64941417@N03	128601281@N04
4782	64941417@N03	23314476@N06
4783	64941417@N03	115996784@N07
4784	64941417@N03	110369186@N08
4785	64941417@N03	12654704@N02
4786	64941417@N03	72679533@N00
4787	64941417@N03	14509448@N04
4788	64941417@N03	104505737@N08
4789	64941417@N03	37287477@N00
4790	64941417@N03	83433777@N00
4791	64941417@N03	132277573@N08
4792	64941417@N03	23724366@N06
4793	64941417@N03	30112901@N05
4794	64941417@N03	189622701@N07
4795	64941417@N03	155967037@N08
4796	64941417@N03	60197504@N02
4797	64941417@N03	89076047@N02
4798	64941417@N03	183658192@N07
4799	64941417@N03	190481701@N08
4800	64941417@N03	8149464@N03
4801	64941417@N03	38042771@N04
4802	64941417@N03	193435390@N05
4803	64941417@N03	120289408@N03
4804	64941417@N03	50599085@N06
4805	64941417@N03	73381913@N05
4806	64941417@N03	12311253@N04
4807	64941417@N03	189577266@N07
4808	64941417@N03	134964219@N07
4809	64941417@N03	63333184@N02
4810	64941417@N03	127734215@N08
4811	64941417@N03	77151018@N03
4812	64941417@N03	60611649@N02
4813	64941417@N03	187544968@N07
4814	64941417@N03	75401073@N04
4815	64941417@N03	47931630@N00
4816	64941417@N03	7909555@N06
4817	64941417@N03	64691287@N00
4818	64941417@N03	185092278@N05
4819	64941417@N03	20853790@N00
4820	64941417@N03	33946779@N06
4821	64941417@N03	74472081@N06
4822	64941417@N03	14749385@N00
4823	64941417@N03	25419133@N00
4824	64941417@N03	77488180@N05
4825	64941417@N03	8080494@N08
4826	64941417@N03	53187589@N05
4827	64941417@N03	56294661@N00
4828	64941417@N03	95960957@N04
4829	64941417@N03	99399141@N03
4830	64941417@N03	90862512@N04
4831	64941417@N03	89558472@N00
4832	64941417@N03	29755891@N00
4833	64941417@N03	67941524@N03
4834	64941417@N03	99102768@N00
4835	64941417@N03	58605042@N00
4836	64941417@N03	42140157@N02
4837	64941417@N03	125061061@N06
4838	64941417@N03	33383514@N02
4839	64941417@N03	144101610@N03
4840	64941417@N03	26345015@N03
4841	64941417@N03	37412880@N04
4842	64941417@N03	77461661@N04
4843	64941417@N03	72776777@N06
4844	64941417@N03	130518158@N05
4845	64941417@N03	83737641@N00
4846	64941417@N03	190528542@N07
4847	64941417@N03	24062220@N03
4848	64941417@N03	9939547@N08
4849	64941417@N03	76857794@N08
4850	64941417@N03	127510239@N03
4851	64941417@N03	25768758@N06
4852	64941417@N03	186105036@N03
4853	64941417@N03	7887540@N08
4854	64941417@N03	147855380@N05
4855	64941417@N03	78002989@N00
4856	64941417@N03	144101823@N05
4857	64941417@N03	22575608@N07
4858	64941417@N03	129626822@N04
4859	64941417@N03	27942212@N00
4860	64941417@N03	116176030@N03
4861	64941417@N03	75885346@N05
4862	64941417@N03	116832424@N04
4863	64941417@N03	145985551@N04
4864	64941417@N03	88031973@N06
4865	64941417@N03	32532032@N06
4866	64941417@N03	163714114@N08
4867	64941417@N03	133500806@N08
4868	64941417@N03	37629488@N08
4869	64941417@N03	194102045@N07
4870	64941417@N03	162846894@N06
4871	64941417@N03	130108144@N07
4872	64941417@N03	187944820@N08
4873	64941417@N03	84436010@N02
4874	64941417@N03	38261641@N00
4875	64941417@N03	36320532@N05
4876	64941417@N03	39235361@N06
4877	64941417@N03	143022043@N06
4878	64941417@N03	130443259@N05
4879	64941417@N03	41276123@N02
4880	64941417@N03	162966405@N07
4881	64941417@N03	150541580@N04
4882	64941417@N03	20725666@N00
4883	64941417@N03	61873777@N00
4884	64941417@N03	21687857@N00
4885	64941417@N03	50680778@N08
4886	64941417@N03	129944808@N05
4887	64941417@N03	15543996@N06
4888	64941417@N03	126787050@N08
4889	64941417@N03	77630100@N06
4890	64941417@N03	42856365@N04
4891	64941417@N03	191719870@N04
4892	64941417@N03	191683112@N03
4893	64941417@N03	168282076@N06
4894	64941417@N03	10905177@N08
4895	64941417@N03	137076036@N02
4896	64941417@N03	16155421@N06
4897	64941417@N03	8746662@N08
4898	64941417@N03	18167556@N05
4899	64941417@N03	127613548@N06
4900	64941417@N03	62635189@N04
4901	64941417@N03	78126758@N02
4902	64941417@N03	12946995@N03
4903	64941417@N03	36387453@N05
4904	64941417@N03	67380030@N04
4905	64941417@N03	90016941@N04
4906	64941417@N03	192864031@N07
4907	64941417@N03	191932898@N05
4908	64941417@N03	151020365@N06
4909	64941417@N03	8262360@N04
4910	64941417@N03	32229415@N07
4911	64941417@N03	148214681@N04
4912	64941417@N03	98987217@N00
4913	64941417@N03	130601282@N05
4914	64941417@N03	15811555@N08
4915	64941417@N03	48576976@N04
4916	64941417@N03	37002439@N00
4917	64941417@N03	43433476@N03
4918	64941417@N03	129590499@N08
4919	64941417@N03	148181986@N08
4920	64941417@N03	37767106@N03
4921	64941417@N03	72235979@N02
4922	64941417@N03	153373778@N08
4923	64941417@N03	185332870@N03
4924	64941417@N03	56744086@N00
4925	64941417@N03	56437758@N03
4926	64941417@N03	54290132@N04
4927	64941417@N03	156382403@N08
4928	64941417@N03	88761081@N04
4929	64941417@N03	76004407@N06
4930	64941417@N03	189006368@N07
4931	64941417@N03	64359240@N04
4932	64941417@N03	145855205@N02
4933	64941417@N03	15714921@N06
4934	64941417@N03	48995737@N05
4935	64941417@N03	151065648@N06
4936	64941417@N03	125189806@N08
4937	64941417@N03	144310854@N05
4938	64941417@N03	128288310@N05
4939	64941417@N03	194997040@N08
4940	64941417@N03	194642947@N06
4941	64941417@N03	31932986@N04
4942	64941417@N03	53311106@N00
4943	64941417@N03	167612449@N03
4944	64941417@N03	80159703@N00
4945	64941417@N03	93978937@N07
4946	64941417@N03	145573925@N04
4947	64941417@N03	15107045@N02
4948	64941417@N03	95613238@N02
4949	64941417@N03	129438780@N03
4950	64941417@N03	39671114@N07
4951	64941417@N03	131389961@N04
4952	64941417@N03	29849427@N05
4953	64941417@N03	99455526@N05
4954	64941417@N03	64389054@N04
4955	64941417@N03	41537104@N04
4956	64941417@N03	17307002@N02
4957	64941417@N03	146352539@N02
4958	64941417@N03	161417332@N02
4959	64941417@N03	191718874@N06
4960	64941417@N03	42086124@N08
4961	64941417@N03	51987436@N06
4962	64941417@N03	68647811@N04
4963	64941417@N03	75684125@N00
4964	64941417@N03	7905007@N07
4965	64941417@N03	142809039@N05
4966	64941417@N03	193827758@N08
4967	64941417@N03	193591061@N02
4968	64941417@N03	78914827@N02
4969	64941417@N03	8983319@N07
4970	64941417@N03	26284791@N00
4971	64941417@N03	61680910@N05
4972	64941417@N03	137177802@N03
4973	64941417@N03	117622751@N02
4974	64941417@N03	32298200@N03
4975	64941417@N03	143855042@N05
4976	64941417@N03	30537956@N04
4977	64941417@N03	193687984@N04
4978	64941417@N03	53385330@N06
4979	64941417@N03	62040659@N02
4980	64941417@N03	155646594@N06
4981	64941417@N03	140184987@N08
4982	64941417@N03	130089976@N06
4983	64941417@N03	62089820@N03
4984	64941417@N03	117091355@N05
4985	64941417@N03	185801676@N04
4986	64941417@N03	70377991@N06
4987	64941417@N03	29317264@N04
4988	64941417@N03	134426462@N04
4989	64941417@N03	146180796@N04
4990	64941417@N03	37150884@N06
4991	64941417@N03	186790051@N03
4992	64941417@N03	11028632@N02
4993	64941417@N03	99114707@N05
4994	64941417@N03	30577024@N04
4995	64941417@N03	57423604@N08
4996	64941417@N03	154183576@N05
4997	64941417@N03	120146658@N08
4998	64941417@N03	33378478@N07
4999	64941417@N03	39819124@N00
5000	64941417@N03	133900150@N07
5001	64941417@N03	23054306@N07
5002	64941417@N03	39149464@N05
5003	64941417@N03	83870148@N05
5004	64941417@N03	187511918@N05
5005	64941417@N03	135084408@N05
5006	64941417@N03	110161969@N08
5007	64941417@N03	125236842@N02
5008	64941417@N03	11005463@N02
5009	64941417@N03	25071596@N00
5010	64941417@N03	9235816@N07
5011	64941417@N03	34288193@N02
5012	64941417@N03	28115219@N06
5013	64941417@N03	154904486@N06
5014	64941417@N03	67740432@N03
5015	64941417@N03	8366015@N04
5016	64941417@N03	87386709@N02
5017	64941417@N03	188424316@N08
5018	64941417@N03	89763967@N08
5019	64941417@N03	140042991@N03
5020	64941417@N03	97702236@N00
