	0	1
246	8733637@N04	17671746@N04
247	8733637@N04	24541851@N08
248	8733637@N04	137303210@N07
249	8733637@N04	94907721@N08
250	8733637@N04	73117386@N00
251	8733637@N04	136630577@N02
252	8733637@N04	124561108@N02
253	8733637@N04	29998366@N02
254	8733637@N04	145999349@N08
255	8733637@N04	62741344@N06
256	8733637@N04	49377136@N07
257	8733637@N04	54745539@N00
258	8733637@N04	37283911@N08
259	8733637@N04	186536957@N03
260	8733637@N04	130521741@N07
261	8733637@N04	128691640@N04
262	8733637@N04	107040707@N03
263	8733637@N04	48973568@N06
264	8733637@N04	64583732@N04
265	8733637@N04	60338281@N06
266	8733637@N04	142410784@N05
267	8733637@N04	155342720@N02
268	8733637@N04	91728279@N06
269	8733637@N04	71144572@N00
270	8733637@N04	67534619@N02
271	8733637@N04	42285427@N04
272	8733637@N04	122288059@N03
273	8733637@N04	68811978@N00
274	8733637@N04	13068587@N03
275	8733637@N04	65337681@N06
276	8733637@N04	132153449@N02
277	8733637@N04	143986884@N06
278	8733637@N04	47374387@N00
279	8733637@N04	93207294@N04
280	8733637@N04	11198189@N03
281	8733637@N04	88013918@N06
282	8733637@N04	42790862@N03
283	8733637@N04	46249676@N00
284	8733637@N04	61805215@N05
285	8733637@N04	25717227@N03
286	8733637@N04	61768986@N02
287	8733637@N04	167242415@N07
288	8733637@N04	126251698@N03
289	8733637@N04	141529769@N04
290	8733637@N04	127056192@N04
291	8733637@N04	11602401@N03
292	8733637@N04	137489628@N06
293	8733637@N04	60242919@N03
294	8733637@N04	67753376@N07
295	8733637@N04	100798907@N07
296	8733637@N04	90659355@N04
297	8733637@N04	46578714@N05
298	8733637@N04	190878776@N04
299	8733637@N04	64874520@N07
300	8733637@N04	122880117@N03
301	8733637@N04	124000493@N06
302	8733637@N04	116154458@N08
303	8733637@N04	48879278@N08
304	8733637@N04	35163274@N05
305	8733637@N04	194409381@N08
306	8733637@N04	48825387@N07
307	8733637@N04	20939960@N03
308	8733637@N04	61144458@N05
309	8733637@N04	36703324@N04
310	8733637@N04	129894947@N04
311	8733637@N04	36394426@N00
312	8733637@N04	101183479@N08
313	8733637@N04	36640154@N04
314	8733637@N04	43042864@N02
315	8733637@N04	29242180@N05
316	8733637@N04	100890540@N08
317	8733637@N04	93388157@N07
318	8733637@N04	105105658@N03
319	8733637@N04	140884891@N03
320	8733637@N04	55026517@N05
321	8733637@N04	54852314@N08
322	8733637@N04	61691424@N04
323	8733637@N04	140983117@N08
324	8733637@N04	91830216@N03
325	8733637@N04	90180566@N03
326	8733637@N04	192018888@N07
327	8733637@N04	150373634@N03
328	8733637@N04	69197709@N02
329	8733637@N04	83468718@N06
330	8733637@N04	141768333@N02
331	8733637@N04	126148542@N04
332	8733637@N04	121141396@N06
333	8733637@N04	147574466@N03
334	8733637@N04	66844259@N05
335	8733637@N04	11568687@N08
336	8733637@N04	121263512@N04
337	8733637@N04	40730444@N05
338	8733637@N04	144055782@N05
339	8733637@N04	57141830@N08
340	8733637@N04	32572911@N06
341	8733637@N04	65345799@N07
342	8733637@N04	127698630@N06
343	8733637@N04	51551474@N04
344	8733637@N04	136114456@N06
345	8733637@N04	149364492@N06
346	8733637@N04	62068535@N08
347	8733637@N04	137951708@N05
348	8733637@N04	56123975@N05
349	8733637@N04	44870887@N04
350	8733637@N04	34270076@N07
351	8733637@N04	41324513@N04
352	8733637@N04	46529088@N05
353	8733637@N04	148312798@N08
354	8733637@N04	193992358@N05
355	8733637@N04	99066558@N06
356	8733637@N04	8297303@N07
357	8733637@N04	164029962@N02
358	8733637@N04	90609790@N03
359	8733637@N04	54410944@N04
360	8733637@N04	36604914@N07
361	8733637@N04	49781082@N07
362	8733637@N04	149870324@N03
363	8733637@N04	170370514@N04
364	8733637@N04	85237565@N08
365	8733637@N04	142700978@N05
366	8733637@N04	29280372@N08
367	8733637@N04	37507506@N06
368	8733637@N04	58278808@N00
369	8733637@N04	128298858@N03
370	8733637@N04	11318207@N03
371	8733637@N04	128359809@N04
372	8733637@N04	27630713@N02
373	8733637@N04	33883566@N08
374	8733637@N04	138617334@N08
375	8733637@N04	46701469@N05
376	8733637@N04	150351634@N05
377	8733637@N04	11826550@N06
378	8733637@N04	40079941@N04
379	8733637@N04	191826104@N08
380	8733637@N04	34471005@N04
381	8733637@N04	62338602@N06
382	8733637@N04	14817949@N08
383	8733637@N04	13763156@N00
384	8733637@N04	34817627991@N01
385	8733637@N04	95394974@N04
386	8733637@N04	73890219@N03
387	8733637@N04	138486769@N02
388	8733637@N04	158833195@N03
389	8733637@N04	84864183@N04
390	8733637@N04	42763286@N07
391	8733637@N04	147207314@N06
392	8733637@N04	98712141@N06
393	8733637@N04	9624857@N03
394	8733637@N04	46492566@N05
395	8733637@N04	133544887@N06
396	8733637@N04	37564012@N00
397	8733637@N04	26460198@N02
398	8733637@N04	168353503@N04
399	8733637@N04	86439290@N02
400	8733637@N04	145003604@N02
401	8733637@N04	9816248@N03
402	8733637@N04	33170035@N02
403	8733637@N04	7354779@N06
404	8733637@N04	133745440@N07
405	8733637@N04	108486816@N05
406	8733637@N04	133005007@N02
407	8733637@N04	25145439@N08
408	8733637@N04	125700792@N08
409	8733637@N04	188664338@N06
410	8733637@N04	32631135@N06
411	8733637@N04	96017539@N00
412	8733637@N04	143956442@N03
413	8733637@N04	25228175@N08
414	8733637@N04	56936646@N07
415	150614452@N05	135487472@N07
416	150614452@N05	55154286@N06
417	150614452@N05	61588394@N04
418	150614452@N05	64036262@N04
419	150614452@N05	184742876@N05
420	150614452@N05	23121380@N03
421	150614452@N05	164531868@N08
422	150614452@N05	144111353@N04
423	150614452@N05	98660298@N03
424	150614452@N05	161239050@N02
425	150614452@N05	33358189@N05
426	150614452@N05	187100198@N05
427	150614452@N05	191992536@N02
428	150614452@N05	29433891@N03
429	150614452@N05	136690761@N03
430	150614452@N05	47909016@N03
431	150614452@N05	168976572@N02
432	150614452@N05	126831794@N08
433	150614452@N05	62585664@N03
434	150614452@N05	24578245@N02
435	150614452@N05	152617944@N02
436	150614452@N05	164079902@N02
437	150614452@N05	133440096@N03
438	150614452@N05	183158033@N06
439	150614452@N05	182825611@N05
440	150614452@N05	155511945@N04
441	150614452@N05	120261694@N07
442	150614452@N05	138642978@N07
443	150614452@N05	159167111@N05
444	150614452@N05	127932482@N02
445	150614452@N05	54745539@N00
446	150614452@N05	88013918@N06
447	150614452@N05	42790862@N03
448	150614452@N05	25717227@N03
449	150614452@N05	93471658@N08
450	150614452@N05	187209021@N05
451	150614452@N05	79323192@N05
452	150614452@N05	129583930@N04
453	150614452@N05	155206079@N08
454	150614452@N05	96663418@N08
455	150614452@N05	93388157@N07
456	150614452@N05	33985505@N06
457	150614452@N05	69737256@N07
458	150614452@N05	188699427@N05
459	150614452@N05	151002189@N04
460	150614452@N05	195041659@N08
461	150614452@N05	153402884@N07
462	150614452@N05	168934536@N06
463	150614452@N05	159341215@N08
464	150614452@N05	60663006@N04
465	150614452@N05	79087176@N04
466	150614452@N05	137342563@N03
467	150614452@N05	40016553@N03
468	150614452@N05	50391482@N06
469	150614452@N05	154566995@N03
470	195032295@N04	66956608@N06
471	10299779@N03	9345692@N03
472	10299779@N03	103247582@N02
473	10299779@N03	7465630@N02
474	10299779@N03	98002596@N03
475	10299779@N03	96536076@N07
476	10299779@N03	13973306@N04
477	10299779@N03	96140584@N04
478	10299779@N03	97986560@N03
479	10299779@N03	76683682@N00
480	10299779@N03	15052219@N00
481	10299779@N03	142794633@N05
482	10299779@N03	155486074@N04
483	10299779@N03	45359289@N05
484	10299779@N03	130556287@N05
485	10299779@N03	22947875@N08
486	10299779@N03	143123020@N03
487	10299779@N03	101738578@N08
488	10299779@N03	62109901@N02
489	10299779@N03	80186184@N08
490	10299779@N03	35710139@N06
491	10299779@N03	30000136@N05
492	10299779@N03	129125127@N08
493	10299779@N03	36386822@N07
494	10299779@N03	86704962@N00
495	10299779@N03	22503960@N02
496	10299779@N03	66956608@N06
497	10299779@N03	68574049@N00
498	10299779@N03	167400908@N08
499	10299779@N03	10712801@N07
500	10299779@N03	77203352@N06
501	10299779@N03	14672104@N00
502	10299779@N03	10584303@N03
503	10299779@N03	10475985@N06
504	10299779@N03	139148982@N02
505	10299779@N03	109551672@N02
506	10299779@N03	10433515@N06
507	10299779@N03	22108884@N04
508	10299779@N03	44436788@N03
509	10299779@N03	23155134@N06
510	10299779@N03	100184150@N02
511	10299779@N03	24249712@N03
512	10299779@N03	140214226@N05
513	10299779@N03	127605180@N04
514	10299779@N03	128833171@N08
515	10299779@N03	26119068@N03
516	10299779@N03	11707956@N08
517	10299779@N03	126503595@N04
518	10299779@N03	14857626@N05
519	10299779@N03	159916819@N02
520	10299779@N03	136882353@N02
521	10299779@N03	10580123@N08
522	10299779@N03	56405053@N00
523	10299779@N03	68774927@N07
524	10299779@N03	32553078@N08
525	10299779@N03	41708434@N05
526	10299779@N03	10401050@N07
527	10299779@N03	12130421@N04
528	10299779@N03	18333300@N00
529	10299779@N03	131539725@N07
530	10299779@N03	131081107@N05
531	10299779@N03	145301884@N05
532	10299779@N03	126593992@N04
533	10299779@N03	94617487@N06
534	10299779@N03	34809793@N06
535	10299779@N03	137472035@N06
536	10299779@N03	43083230@N08
537	10299779@N03	78598560@N00
538	10299779@N03	7898845@N08
539	10299779@N03	27351719@N02
540	10299779@N03	66638897@N04
541	10299779@N03	99404608@N06
542	10299779@N03	81752684@N05
543	10299779@N03	129993975@N04
544	10299779@N03	11537676@N06
545	10299779@N03	187650145@N04
546	10299779@N03	48230144@N07
547	10299779@N03	61805215@N05
548	10299779@N03	21028842@N05
549	10299779@N03	81970132@N05
550	10299779@N03	90794473@N08
551	10299779@N03	35388454@N06
552	10299779@N03	152234007@N06
553	10299779@N03	127791273@N03
554	10299779@N03	14685290@N08
555	10299779@N03	10559421@N07
556	10299779@N03	61372590@N08
557	10299779@N03	194779736@N05
558	10299779@N03	10971503@N08
559	10299779@N03	42217288@N04
560	10299779@N03	187804821@N05
561	10299779@N03	119787485@N07
562	10299779@N03	140507227@N08
563	10299779@N03	133218059@N02
564	10299779@N03	23079270@N06
565	10299779@N03	127209716@N07
566	10299779@N03	185261736@N07
567	10299779@N03	169465242@N02
568	10299779@N03	128264299@N05
569	10299779@N03	18022695@N00
570	10299779@N03	9746040@N08
571	10299779@N03	119864903@N05
572	72605979@N00	88562734@N00
573	72605979@N00	42759791@N00
574	72605979@N00	20093097@N00
575	72605979@N00	76496679@N07
576	72605979@N00	94565157@N00
577	72605979@N00	98072937@N05
578	72605979@N00	100604373@N06
579	72605979@N00	76347866@N00
580	72605979@N00	131425731@N08
581	72605979@N00	14963289@N04
582	72605979@N00	113213302@N04
583	72605979@N00	96655687@N00
584	72605979@N00	42336454@N06
585	72605979@N00	45142365@N00
586	72605979@N00	23334047@N07
587	72605979@N00	31915621@N04
588	72605979@N00	99210708@N06
589	72605979@N00	46185203@N05
590	72605979@N00	67236536@N00
591	72605979@N00	54986006@N00
592	72605979@N00	29965086@N08
593	72605979@N00	47901510@N00
594	72605979@N00	40159534@N02
595	72605979@N00	85790794@N06
596	72605979@N00	49123262@N08
597	72605979@N00	54111331@N08
598	72605979@N00	34055054@N02
599	72605979@N00	74133959@N06
600	72605979@N00	42547628@N04
601	72605979@N00	49116418@N07
602	72605979@N00	75776291@N00
603	72605979@N00	35156936@N00
604	72605979@N00	92414546@N04
605	72605979@N00	64177193@N00
606	72605979@N00	75488012@N00
607	72605979@N00	32887990@N04
608	72605979@N00	23269353@N00
609	72605979@N00	114566363@N02
610	72605979@N00	149218290@N07
611	72605979@N00	135883444@N06
612	72605979@N00	59220358@N08
613	72605979@N00	13484951@N00
614	72605979@N00	121519492@N04
615	72605979@N00	37409100@N00
616	72605979@N00	57518661@N00
617	72605979@N00	25355099@N04
618	72605979@N00	52838024@N00
619	72605979@N00	71374100@N00
620	72605979@N00	90273575@N08
621	72605979@N00	30800426@N02
622	72605979@N00	82565451@N08
623	72605979@N00	113110765@N07
624	72605979@N00	77039844@N02
625	72605979@N00	77027791@N08
626	72605979@N00	147661871@N04
627	72605979@N00	58875132@N05
628	72605979@N00	65001151@N03
629	72605979@N00	85150036@N06
630	72605979@N00	22414068@N00
631	72605979@N00	103579181@N02
632	72605979@N00	47367433@N04
633	72605979@N00	43828451@N08
634	72605979@N00	95733978@N05
635	72605979@N00	65309169@N00
636	72605979@N00	24101413@N03
637	72605979@N00	35402117@N00
638	72605979@N00	41515458@N04
639	72605979@N00	99684904@N00
640	72605979@N00	188529771@N02
641	72605979@N00	11272425@N03
642	72605979@N00	27549320@N00
643	72605979@N00	69730905@N03
644	72605979@N00	55331615@N08
645	72605979@N00	105753178@N08
646	72605979@N00	36875661@N03
647	72605979@N00	28216513@N00
648	72605979@N00	53378619@N03
649	72605979@N00	97609500@N00
650	72605979@N00	53315367@N04
651	72605979@N00	136435562@N08
652	72605979@N00	96039744@N08
653	72605979@N00	97220304@N06
654	72605979@N00	30797990@N05
655	72605979@N00	63156791@N00
656	72605979@N00	68898571@N00
657	72605979@N00	139036557@N06
658	72605979@N00	66122200@N00
659	72605979@N00	50576056@N00
660	72605979@N00	103184835@N05
661	72605979@N00	50570341@N08
662	72605979@N00	137526576@N05
663	72605979@N00	68161191@N06
664	72605979@N00	98696327@N08
665	72605979@N00	13812894@N00
666	72605979@N00	148997631@N04
667	72605979@N00	32829782@N02
668	72605979@N00	12609305@N08
669	72605979@N00	64427891@N06
670	72605979@N00	83582442@N00
671	72605979@N00	35591378@N03
672	72605979@N00	25090567@N07
673	72605979@N00	11563235@N07
674	72605979@N00	125779471@N06
675	72605979@N00	55227376@N00
676	72605979@N00	50359611@N04
677	72605979@N00	26328488@N03
678	72605979@N00	81366646@N06
679	72605979@N00	62575434@N05
680	72605979@N00	72959129@N02
681	72605979@N00	79550909@N04
682	72605979@N00	57565103@N00
683	72605979@N00	61948712@N04
684	72605979@N00	63653473@N07
685	72605979@N00	7468982@N07
686	72605979@N00	31840736@N08
687	72605979@N00	55411539@N04
688	72605979@N00	98702274@N06
689	72605979@N00	96585963@N00
690	72605979@N00	33932332@N07
691	72605979@N00	30733371@N00
692	72605979@N00	65674526@N00
693	72605979@N00	66556342@N03
694	72605979@N00	31242357@N07
695	72605979@N00	107445583@N04
696	72605979@N00	34543259@N06
697	72605979@N00	37330272@N04
698	72605979@N00	61914326@N04
699	72605979@N00	12403504@N02
700	72605979@N00	28997774@N00
701	72605979@N00	148748355@N05
702	72605979@N00	191819781@N02
703	72605979@N00	126647044@N06
704	72605979@N00	28867236@N03
705	72605979@N00	30232782@N05
706	72605979@N00	133150164@N08
707	72605979@N00	57054101@N00
708	72605979@N00	84717426@N00
709	72605979@N00	7798382@N03
710	72605979@N00	36444537@N07
711	72605979@N00	54167241@N02
712	72605979@N00	132561248@N06
713	72605979@N00	60663006@N04
714	72605979@N00	12615324@N03
715	72605979@N00	95035232@N07
716	72605979@N00	100994685@N08
717	72605979@N00	80092682@N00
718	72605979@N00	71493006@N00
719	72605979@N00	15718126@N00
720	188682146@N07	84927600@N05
721	188682146@N07	50050084@N08
722	188682146@N07	168042604@N07
723	188682146@N07	24341542@N04
724	188682146@N07	7833424@N02
725	188682146@N07	116163545@N07
726	188682146@N07	112125470@N03
727	188682146@N07	182765716@N04
728	188682146@N07	144721100@N04
729	188682146@N07	147765000@N06
730	188682146@N07	133850974@N06
731	188682146@N07	112664367@N06
732	188682146@N07	29993649@N00
733	188682146@N07	53020444@N06
734	188682146@N07	16886045@N05
735	188682146@N07	126427057@N05
736	188682146@N07	45161738@N04
737	188682146@N07	163712010@N04
738	188682146@N07	56788082@N07
739	188682146@N07	52296688@N03
740	188682146@N07	144839746@N02
741	188682146@N07	144584241@N02
742	188682146@N07	137964988@N02
743	188682146@N07	58858470@N02
744	188682146@N07	142519917@N07
745	188682146@N07	149705383@N07
746	188682146@N07	68612399@N00
747	71878757@N00	83234937@N00
748	71878757@N00	125216791@N07
749	71878757@N00	10946586@N02
750	71878757@N00	35190109@N04
751	71878757@N00	7470307@N06
752	71878757@N00	84516791@N00
753	71878757@N00	121919343@N05
754	71878757@N00	21172551@N00
755	71878757@N00	44915680@N05
756	71878757@N00	75417441@N00
757	71878757@N00	34272687@N06
758	71878757@N00	49439621@N00
759	71878757@N00	69368071@N00
760	71878757@N00	29474517@N04
761	71878757@N00	75571860@N06
762	71878757@N00	72186074@N00
763	71878757@N00	22595649@N00
764	71878757@N00	7536273@N02
765	71878757@N00	8749683@N07
766	71878757@N00	124380743@N07
767	71878757@N00	22793898@N04
768	71878757@N00	63714921@N00
769	71878757@N00	67027381@N05
770	71878757@N00	95437245@N03
771	71878757@N00	53794165@N05
772	71878757@N00	65811656@N04
773	71878757@N00	38982010@N00
774	71878757@N00	65776569@N03
775	71878757@N00	136485307@N06
776	71878757@N00	47903923@N00
777	71878757@N00	82569845@N00
778	71878757@N00	92179622@N02
779	71878757@N00	12708382@N04
780	71878757@N00	48308113@N04
781	71878757@N00	41637483@N02
782	71878757@N00	45840678@N08
783	71878757@N00	8431599@N04
784	71878757@N00	142867257@N05
785	71878757@N00	24096659@N03
786	71878757@N00	8286478@N03
787	71878757@N00	22350928@N02
788	71878757@N00	11047904@N08
789	71878757@N00	11865101@N06
790	71878757@N00	155702351@N02
791	71878757@N00	131463287@N06
792	71878757@N00	69749815@N00
793	71878757@N00	146688817@N03
794	71878757@N00	59394425@N05
795	71878757@N00	26576118@N00
796	71878757@N00	28531398@N00
797	71878757@N00	45011875@N07
798	71878757@N00	59353304@N07
799	71878757@N00	40918096@N00
800	71878757@N00	24226986@N08
801	71878757@N00	48136288@N05
802	71878757@N00	109550159@N08
803	71878757@N00	51400837@N07
804	71878757@N00	41842885@N04
805	71878757@N00	86497988@N07
806	71878757@N00	43877997@N04
807	71878757@N00	30032076@N02
808	71878757@N00	27599967@N00
809	71878757@N00	46569894@N06
810	71878757@N00	23717483@N08
811	71878757@N00	88562363@N06
812	71878757@N00	136155822@N04
813	71878757@N00	59236949@N08
814	71878757@N00	9784079@N07
815	71878757@N00	10114375@N05
816	71878757@N00	75121771@N00
817	71878757@N00	80927015@N00
818	71878757@N00	7374783@N07
819	71878757@N00	23368009@N00
820	71878757@N00	77356818@N00
821	71878757@N00	33604401@N03
822	71878757@N00	50971481@N03
823	71878757@N00	49191827@N00
824	71878757@N00	10028919@N00
825	71878757@N00	66956608@N06
826	71878757@N00	24404133@N07
827	71878757@N00	80187099@N00
828	71878757@N00	26923818@N05
829	71878757@N00	62123419@N06
830	71878757@N00	93684392@N00
831	71878757@N00	37088918@N07
832	71878757@N00	48935600@N00
833	71878757@N00	91114064@N00
834	71878757@N00	55328332@N00
835	71878757@N00	48142445@N00
836	71878757@N00	25968191@N07
837	71878757@N00	76701316@N00
838	71878757@N00	69951756@N00
839	71878757@N00	42723019@N00
840	71878757@N00	46832549@N00
841	71878757@N00	45655686@N08
842	71878757@N00	42141372@N00
843	71878757@N00	24530005@N02
844	71878757@N00	37043062@N00
845	71878757@N00	130590537@N02
846	71878757@N00	30269054@N03
847	71878757@N00	34156849@N02
848	71878757@N00	52235161@N00
849	71878757@N00	91185075@N04
850	71878757@N00	28750243@N04
851	71878757@N00	74112873@N00
852	71878757@N00	93784636@N04
853	71878757@N00	17273217@N00
854	71878757@N00	26881258@N07
855	71878757@N00	20792688@N00
856	71878757@N00	22155693@N04
857	71878757@N00	23809852@N06
858	71878757@N00	107529158@N06
859	71878757@N00	101119516@N04
860	71878757@N00	62505979@N07
861	71878757@N00	29855281@N06
862	71878757@N00	71301902@N04
863	71878757@N00	183953084@N06
864	71878757@N00	23688516@N00
865	71878757@N00	48416368@N07
866	71878757@N00	16536699@N07
867	71878757@N00	30012827@N05
868	71878757@N00	52903445@N05
869	71878757@N00	22736546@N00
870	71878757@N00	46382939@N04
871	71878757@N00	67224092@N00
872	71878757@N00	65513951@N03
