	index	candownload	url_c	url_q	url_n	url_largest	owner	owner_loc	title	description	comments	taken	views	people	tags	lat	lon	neighbourhood	url	local	tag_list	tag_len	NOT	year	time	week	unique_week	text_data	Chinese	English	Other_Lang	revised_text	text_len	num_sent
2905	49176831721	1.0	https://live.staticflickr.com/65535/49176831721_3d8eff4611_c.jpg	https://live.staticflickr.com/65535/49176831721_3d8eff4611_q.jpg	https://live.staticflickr.com/65535/49176831721_3d8eff4611_n.jpg	https://live.staticflickr.com/65535/49176831721_b9179a4a0e_o.jpg	7138083@N04		66526-Suzhou		0.0	2019-11-04 11:13:54	86.0	0.0	"[{'id': '7105944-49176831721-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176831721-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176831721-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176831721-6812', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'North', '_content': 'north', 'machine_tag': 0}, {'id': '7105944-49176831721-2196', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Pagoda', '_content': 'pagoda', 'machine_tag': 0}, {'id': '7105944-49176831721-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176831721-1891', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Temple', '_content': 'temple', 'machine_tag': 0}, {'id': '7105944-49176831721-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176831721-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.323363	120.615866		https://www.flickr.com/photos/xiquinho/49176831721/	False	['china', 'jiangsu', 'north', 'pagoda', 'suzhou', 'temple', 'peoplesrepublicofchina']	7	False	2019	2019-11-04 11:13:54	45	201945	. It has title of 66526-Suzhou. It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	11	1
2906	49176831361	1.0	https://live.staticflickr.com/65535/49176831361_1684ab243e_c.jpg	https://live.staticflickr.com/65535/49176831361_1684ab243e_q.jpg	https://live.staticflickr.com/65535/49176831361_1684ab243e_n.jpg	https://live.staticflickr.com/65535/49176831361_0402b24fec_o.jpg	7138083@N04		66517-Suzhou		0.0	2019-11-03 18:52:57	68.0	0.0	"[{'id': '7105944-49176831361-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176831361-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176831361-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176831361-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176831361-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176831361-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.311938	120.633675		https://www.flickr.com/photos/xiquinho/49176831361/	False	['china', 'jiangsu', 'suzhou', 'peoplesrepublicofchina']	4	False	2019	2019-11-03 18:52:57	44	201944	. It has title of 66517-Suzhou. It has tags of china, jiangsu, suzhou, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, suzhou, peoplesrepublicofchina	8	1
2901	49176833216	1.0	https://live.staticflickr.com/65535/49176833216_5082013235_c.jpg	https://live.staticflickr.com/65535/49176833216_5082013235_q.jpg	https://live.staticflickr.com/65535/49176833216_5082013235_n.jpg	https://live.staticflickr.com/65535/49176833216_16010bbb5d_o.jpg	7138083@N04		66689-Suzhou		0.0	2019-11-04 14:54:08	80.0	0.0	"[{'id': '7105944-49176833216-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176833216-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176833216-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176833216-845386', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jinji', '_content': 'jinji', 'machine_tag': 0}, {'id': '7105944-49176833216-400', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Lake', '_content': 'lake', 'machine_tag': 0}, {'id': '7105944-49176833216-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176833216-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176833216-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.315602	120.712122		https://www.flickr.com/photos/xiquinho/49176833216/	False	['china', 'jiangsu', 'jinji', 'lake', 'suzhou', 'peoplesrepublicofchina']	6	False	2019	2019-11-04 14:54:08	45	201945	. It has title of 66689-Suzhou. It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	0	0	1	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	10	1
2907	49176341323	1.0	https://live.staticflickr.com/65535/49176341323_2c5d4d18d7_c.jpg	https://live.staticflickr.com/65535/49176341323_2c5d4d18d7_q.jpg	https://live.staticflickr.com/65535/49176341323_2c5d4d18d7_n.jpg	https://live.staticflickr.com/65535/49176341323_a9b2deb22b_o.jpg	7138083@N04		66415-Suzhou		0.0	2019-11-03 15:30:15	74.0	0.0	"[{'id': '7105944-49176341323-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176341323-9092', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Center', '_content': 'center', 'machine_tag': 0}, {'id': '7105944-49176341323-7026', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Central', '_content': 'central', 'machine_tag': 0}, {'id': '7105944-49176341323-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176341323-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176341323-91', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Plaza', '_content': 'plaza', 'machine_tag': 0}, {'id': '7105944-49176341323-1628', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Square', '_content': 'square', 'machine_tag': 0}, {'id': '7105944-49176341323-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176341323-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176341323-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.318275	120.671497		https://www.flickr.com/photos/xiquinho/49176341323/	False	['center', 'central', 'china', 'jiangsu', 'plaza', 'square', 'suzhou', 'peoplesrepublicofchina']	8	False	2019	2019-11-03 15:30:15	44	201944	. It has title of 66415-Suzhou. It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	0	0	1	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	12	1
2908	49176340943	1.0	https://live.staticflickr.com/65535/49176340943_d2ba8a4792_c.jpg	https://live.staticflickr.com/65535/49176340943_d2ba8a4792_q.jpg	https://live.staticflickr.com/65535/49176340943_d2ba8a4792_n.jpg	https://live.staticflickr.com/65535/49176340943_e1a18b9d68_o.jpg	7138083@N04		66421-Suzhou		0.0	2019-11-03 15:33:19	61.0	0.0	"[{'id': '7105944-49176340943-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176340943-9092', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Center', '_content': 'center', 'machine_tag': 0}, {'id': '7105944-49176340943-7026', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Central', '_content': 'central', 'machine_tag': 0}, {'id': '7105944-49176340943-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176340943-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176340943-91', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Plaza', '_content': 'plaza', 'machine_tag': 0}, {'id': '7105944-49176340943-1628', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Square', '_content': 'square', 'machine_tag': 0}, {'id': '7105944-49176340943-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176340943-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176340943-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.318486	120.671927		https://www.flickr.com/photos/xiquinho/49176340943/	False	['center', 'central', 'china', 'jiangsu', 'plaza', 'square', 'suzhou', 'peoplesrepublicofchina']	8	False	2019	2019-11-03 15:33:19	44	201944	. It has title of 66421-Suzhou. It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	0	0	1	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	12	1
2910	49176340173	1.0	https://live.staticflickr.com/65535/49176340173_af97d7518e_c.jpg	https://live.staticflickr.com/65535/49176340173_af97d7518e_q.jpg	https://live.staticflickr.com/65535/49176340173_af97d7518e_n.jpg	https://live.staticflickr.com/65535/49176340173_fa9f8217c1_o.jpg	7138083@N04		66379-Suzhou		0.0	2019-11-03 14:14:01	64.0	0.0	"[{'id': '7105944-49176340173-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176340173-7278', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Arts', '_content': 'arts', 'machine_tag': 0}, {'id': '7105944-49176340173-6049', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Centre', '_content': 'centre', 'machine_tag': 0}, {'id': '7105944-49176340173-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176340173-7660', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Culture', '_content': 'culture', 'machine_tag': 0}, {'id': '7105944-49176340173-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176340173-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176340173-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176340173-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.322677	120.701966		https://www.flickr.com/photos/xiquinho/49176340173/	False	['arts', 'centre', 'china', 'culture', 'jiangsu', 'suzhou', 'peoplesrepublicofchina']	7	False	2019	2019-11-03 14:14:01	44	201944	. It has title of 66379-Suzhou. It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	0	0	1	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	11	1
2911	49176339888	1.0	https://live.staticflickr.com/65535/49176339888_cb47ccabd6_c.jpg	https://live.staticflickr.com/65535/49176339888_cb47ccabd6_q.jpg	https://live.staticflickr.com/65535/49176339888_cb47ccabd6_n.jpg	https://live.staticflickr.com/65535/49176339888_991575b28c_o.jpg	7138083@N04		66243-Suzhou		0.0	2019-11-03 11:05:50	99.0	0.0	"[{'id': '7105944-49176339888-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176339888-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176339888-40400306', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Classical Gardens', '_content': 'classicalgardens', 'machine_tag': 0}, {'id': '7105944-49176339888-1483', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Garden', '_content': 'garden', 'machine_tag': 0}, {'id': '7105944-49176339888-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176339888-506028', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Master of the Nets', '_content': 'masterofthenets', 'machine_tag': 0}, {'id': '7105944-49176339888-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176339888-52024', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'UNESCO World Heritage', '_content': 'unescoworldheritage', 'machine_tag': 0}, {'id': '7105944-49176339888-35823594', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Wǎngshī Yuán', '_content': 'wǎngshīyuán', 'machine_tag': 0}, {'id': '7105944-49176339888-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176339888-1507860', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '網師園', '_content': '網師園', 'machine_tag': 0}, {'id': '7105944-49176339888-1296136', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '网师园', '_content': '网师园', 'machine_tag': 0}, {'id': '7105944-49176339888-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.300022	120.629294		https://www.flickr.com/photos/xiquinho/49176339888/	False	['china', 'classicalgardens', 'garden', 'jiangsu', 'masterofthenets', 'suzhou', 'unescoworldheritage', 'w', 'peoplesrepublicofchina']	9	False	2019	2019-11-03 11:05:50	44	201944	. It has title of 66243-Suzhou. It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	0	1	0	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	13	1
2912	49176829161	1.0	https://live.staticflickr.com/65535/49176829161_6d490fc065_c.jpg	https://live.staticflickr.com/65535/49176829161_6d490fc065_q.jpg	https://live.staticflickr.com/65535/49176829161_6d490fc065_n.jpg	https://live.staticflickr.com/65535/49176829161_5ca679fc47_o.jpg	7138083@N04		66405-Suzhou		0.0	2019-11-03 15:04:18	91.0	0.0	"[{'id': '7105944-49176829161-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49176829161-7278', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Arts', '_content': 'arts', 'machine_tag': 0}, {'id': '7105944-49176829161-6049', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Centre', '_content': 'centre', 'machine_tag': 0}, {'id': '7105944-49176829161-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49176829161-7660', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Culture', '_content': 'culture', 'machine_tag': 0}, {'id': '7105944-49176829161-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49176829161-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49176829161-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49176829161-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.321972	120.698794		https://www.flickr.com/photos/xiquinho/49176829161/	False	['arts', 'centre', 'china', 'culture', 'jiangsu', 'suzhou', 'peoplesrepublicofchina']	7	False	2019	2019-11-03 15:04:18	44	201944	. It has title of 66405-Suzhou. It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	0	0	1	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	11	1
2913	49173362602	1.0	https://live.staticflickr.com/65535/49173362602_001c6de456_c.jpg	https://live.staticflickr.com/65535/49173362602_001c6de456_q.jpg	https://live.staticflickr.com/65535/49173362602_001c6de456_n.jpg	https://live.staticflickr.com/65535/49173362602_fb0684e681_o.jpg	7138083@N04		66551-Suzhou		0.0	2019-11-04 11:26:34	102.0	0.0	"[{'id': '7105944-49173362602-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49173362602-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49173362602-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49173362602-6812', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'North', '_content': 'north', 'machine_tag': 0}, {'id': '7105944-49173362602-2196', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Pagoda', '_content': 'pagoda', 'machine_tag': 0}, {'id': '7105944-49173362602-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49173362602-1891', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Temple', '_content': 'temple', 'machine_tag': 0}, {'id': '7105944-49173362602-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49173362602-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.324405	120.615486		https://www.flickr.com/photos/xiquinho/49173362602/	False	['china', 'jiangsu', 'north', 'pagoda', 'suzhou', 'temple', 'peoplesrepublicofchina']	7	False	2019	2019-11-04 11:26:34	45	201945	. It has title of 66551-Suzhou. It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	11	1
2914	49173362152	1.0	https://live.staticflickr.com/65535/49173362152_20b5d2d186_c.jpg	https://live.staticflickr.com/65535/49173362152_20b5d2d186_q.jpg	https://live.staticflickr.com/65535/49173362152_20b5d2d186_n.jpg	https://live.staticflickr.com/65535/49173362152_8c83b18bf0_o.jpg	7138083@N04		66552-Suzhou		0.0	2019-11-04 11:27:03	105.0	0.0	"[{'id': '7105944-49173362152-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49173362152-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49173362152-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49173362152-6812', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'North', '_content': 'north', 'machine_tag': 0}, {'id': '7105944-49173362152-2196', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Pagoda', '_content': 'pagoda', 'machine_tag': 0}, {'id': '7105944-49173362152-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49173362152-1891', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Temple', '_content': 'temple', 'machine_tag': 0}, {'id': '7105944-49173362152-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49173362152-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.32533	120.615472		https://www.flickr.com/photos/xiquinho/49173362152/	False	['china', 'jiangsu', 'north', 'pagoda', 'suzhou', 'temple', 'peoplesrepublicofchina']	7	False	2019	2019-11-04 11:27:03	45	201945	. It has title of 66552-Suzhou. It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	11	1
2915	49173361582	1.0	https://live.staticflickr.com/65535/49173361582_3636e5224a_c.jpg	https://live.staticflickr.com/65535/49173361582_3636e5224a_q.jpg	https://live.staticflickr.com/65535/49173361582_3636e5224a_n.jpg	https://live.staticflickr.com/65535/49173361582_82988bba41_o.jpg	7138083@N04		66550-Suzhou		0.0	2019-11-04 11:24:37	93.0	0.0	"[{'id': '7105944-49173361582-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49173361582-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49173361582-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49173361582-6812', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'North', '_content': 'north', 'machine_tag': 0}, {'id': '7105944-49173361582-2196', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Pagoda', '_content': 'pagoda', 'machine_tag': 0}, {'id': '7105944-49173361582-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49173361582-1891', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Temple', '_content': 'temple', 'machine_tag': 0}, {'id': '7105944-49173361582-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49173361582-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.324636	120.615961		https://www.flickr.com/photos/xiquinho/49173361582/	False	['china', 'jiangsu', 'north', 'pagoda', 'suzhou', 'temple', 'peoplesrepublicofchina']	7	False	2019	2019-11-04 11:24:37	45	201945	. It has title of 66550-Suzhou. It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	11	1
2916	49173132666	1.0	https://live.staticflickr.com/65535/49173132666_ac4092781b_c.jpg	https://live.staticflickr.com/65535/49173132666_ac4092781b_q.jpg	https://live.staticflickr.com/65535/49173132666_ac4092781b_n.jpg	https://live.staticflickr.com/65535/49173132666_e68cd92719_o.jpg	7138083@N04		66540-Suzhou		0.0	2019-11-04 11:18:57	92.0	0.0	"[{'id': '7105944-49173132666-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49173132666-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49173132666-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49173132666-6812', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'North', '_content': 'north', 'machine_tag': 0}, {'id': '7105944-49173132666-2196', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Pagoda', '_content': 'pagoda', 'machine_tag': 0}, {'id': '7105944-49173132666-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49173132666-1891', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Temple', '_content': 'temple', 'machine_tag': 0}, {'id': '7105944-49173132666-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49173132666-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.324011	120.615386		https://www.flickr.com/photos/xiquinho/49173132666/	False	['china', 'jiangsu', 'north', 'pagoda', 'suzhou', 'temple', 'peoplesrepublicofchina']	7	False	2019	2019-11-04 11:18:57	45	201945	. It has title of 66540-Suzhou. It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	0	1	0	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	11	1
